bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,replyRegDate,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,resourceUrlList/1
209534,7081415,"기다리는 시간이 길지 않았고, 처음 맞는데 긴장 풀리게 대화해 주셔서 한결 편한 마음으로 맞을 수 있었어요~지인들 소개 해주려구요^^",5,1,"안녕하세요. 예뻐지는 톡스앤필 명동점입니다. 
소중한 시간 내어 주셔서 감사합니다. 
앞으로도 편하게 시술 받으실 수 있도록 노력하는 명동점이 되겠습니다. 
다음에 또 뵙겠습니다. 감사합니다. ^^ 
",2019.10.07 15:29:44,,2019.10.04,hyej****,신규예약,톡스앤필의원 명동점,,false,"기다리는 시간이 길지 않았고, 처음 맞는데 긴장 풀리게 대화해 주셔서 한결 편한 마음으로 맞을 수 있었어요~지인들 소개 해주려구요^^",
209534,7044038,엄청 친절하시고 강남점도 가봤었는데 개인적으로 여기가 더 좋은 것 같아요 앞으로 여기오려구요,5,1,"안녕하세요. 예뻐지는 톡스앤필 명동점입니다. 
소중한 후기 남겨주셔서 감사합니다. 
더욱 더 노력하는 명동점이 되겠습니다. 
다음에 또 뵙겠습니다. 감사합니다. ^^ 
",2019.10.07 15:30:44,,2019.10.01,dbeh****,신규예약,톡스앤필의원 명동점,,false,엄청 친절하시고 강남점도 가봤었는데 개인적으로 여기가 더 좋은 것 같아요 앞으로 여기오려구요,
209534,6975839,원장님 너무 친절하세요!! :),5,1,"안녕하세요. 예뻐지는 톡스앤필 명동점입니다.
귀한 시간 내주셔서 감사합니다.^^ 
항상 친절한 톡스앤필 명동점이 되겠습니다.
감사합니다. ^^",2019.10.01 11:03:43,,2019.09.27,chan****,신규예약,톡스앤필의원 명동점,,false,원장님 너무 친절하세요!! :),
209534,6962916,"집근처 이수점으로 다니다가
회사근처가 편할것같아서 회사근처로 옮겼어요
교통도 편하고 
늦게까지 운영해서 퇴근후에 바로 시술도 가능하고
직원들이 친절합니다
계속 여기로 올께요",5,1,"안녕하세요. 예뻐지는 톡스앤필 명동점입니다.
소중한 후기 감사합니다.
앞으로도 노력하는 톡스앤필 명동점이 되겠습니다.
감사합니다. ^^",2019.09.27 14:13:21,,2019.09.26,hale****,신규예약,톡스앤필의원 명동점,,false,"집근처 이수점으로 다니다가
회사근처가 편할것같아서 회사근처로 옮겼어요
교통도 편하고 
늦게까지 운영해서 퇴근후에 바로 시술도 가능하고
직원들이 친절합니다
계속 여기로 올께요",
209534,7028227,"미간콧대가 움푹 꺼지고 낮은 콧대가 컴플렉스라 필러로 개선해볼까해서 방문했습니다(일을다녀서 코수술은 ㅠㅠ) 일반필러 할까하다가 원장님의 권유로 슈퍼하이코 필러를 맞았는데.. 아물론 가격도 일반필러에비해 슈퍼하이입니다..ㅋㅋㅋ ...코는 5일지난 지금 완전 만족합니다...내인생에 콧대가ㅠㅠㅜㅜ.이미지가 달라졋다고 다들.. 원장님이 잘 맹글어주셔서 자연스럽게 변화를 주었습니다!!ㅋㅋ
처음 해보는거라 나름 아파서 정신없어서 원장님께 감사하다는 말도 못햇네여;;; 다들 넘 친철해서 잘받고 왔습니다",5,1,"안녕하세요. 예뻐지는 톡스앤필 명동점입니다. 
소중한 시간 내어 주셔서 감사합니다. 
더불어 만족스러운 결과를 보셔서 저희도 기쁩니다. ^^ 
문의사항이나 불편사항 있으시면 언제든지 연락부탁드립니다. 
앞으로도 노력하는 톡스앤필 명동점이 되겠습니다. 
감사합니다. ^^ 

",2019.10.07 15:36:34,https://naverbooking-phinf.pstatic.net/20191001_168/1569907741833dwAP0_JPEG/image.jpg,2019.09.26,hand****,신규예약,톡스앤필의원 명동점,,false,"미간콧대가 움푹 꺼지고 낮은 콧대가 컴플렉스라 필러로 개선해볼까해서 방문했습니다(일을다녀서 코수술은 ㅠㅠ) 일반필러 할까하다가 원장님의 권유로 슈퍼하이코 필러를 맞았는데.. 아물론 가격도 일반필러에비해 슈퍼하이입니다..ㅋㅋㅋ ...코는 5일지난 지금 완전 만족합니다...내인생에 콧대가ㅠㅠㅜㅜ.이미지가 달라졋다고 다들.. 원장님이 잘 맹글어주셔서 자연스럽게 변화를 주었습니다!!ㅋㅋ
처음 해보는거라 나름 아파서 정신없어서 원장님께 감사하다는 말도 못햇네여;;; 다들 넘 친철해서 잘받고 왔습니다",
209534,6960484,좋았어요~,5,1,"안녕하세요. 예뻐지는 톡스앤필 명동점입니다.
좋은 말씀 감사합니다.
앞으로도 최선을 다하는 톡스앤필 명동점이 되겠습니다.
감사합니다. ^^",2019.09.27 14:13:03,,2019.09.24,jwor****,신규예약,톡스앤필의원 명동점,,false,좋았어요~,
209534,6943449,친절했구 위생도 좋았던 것 같아요 다음에 보톡스 맞으러 또 재방문 하려구욤 (?????)?,5,1,"안녕하세요. 예뻐지는 톡스앤필 명동점입니다.
소중한말씀 남겨주셔서 감사합니다.
앞으로도 정성을 다하는 톡스앤필 명동점이 되겠습니다.
다음에 또 뵙겠습니다. 감사합니다. ^^",2019.09.25 13:33:44,https://naverbooking-phinf.pstatic.net/20190925_270/15693372985673uloc_JPEG/image.jpg,2019.09.24,jiso****,신규예약,톡스앤필의원 명동점,,false,친절했구 위생도 좋았던 것 같아요 다음에 보톡스 맞으러 또 재방문 하려구욤 (?????)?,
209534,6930581,친절해요 굳~,5,1,"안녕하세요. 예뻐지는 톡스앤필 명동점입니다. 
소중한 리뷰 남겨주셔서 감사합니다. 
앞으로도 최선을 다하는 톡스앤필 명동점이 되겠습니다. 
감사합니다. ^^ ",2019.09.24 15:06:31,,2019.09.23,symy****,신규예약,톡스앤필의원 명동점,,false,친절해요 굳~,
209534,6878255,"직원분들이 친절하고 좋았어요!!
예약시간보다 일찍 갔는데 금방 진료해주셨어요~",5,1,"안녕하세요. 예뻐지는 톡스앤필 명동점입니다. 
후기 남겨주셔서 감사합니다. 
앞으로도 노력하는 톡스앤필 명동점이 되겠습니다. 
다음에 또 뵙겠습니다. 감사합니다. ^^ 
",2019.09.24 15:08:33,,2019.09.19,dmsq****,신규예약,톡스앤필의원 명동점,,false,"직원분들이 친절하고 좋았어요!!
예약시간보다 일찍 갔는데 금방 진료해주셨어요~",
209534,6870488,예약방문하니 기다리지않아서 좋았어요,5,1,"안녕하세요. 톡스앤필 명동점입니다. 
소중한 시간 내어 주셔서 감사합니다. 
앞으로도 최선을 다하는 톡스앤필 명동점이 되겠습니다. 
감사합니다. ^^ 
",2019.09.19 15:29:17,,2019.09.19,lee9****,신규예약,톡스앤필의원 명동점,,false,예약방문하니 기다리지않아서 좋았어요,
209534,6843370,"보톡스란걸 처음 맞아서 긴장했는데 친절하게 설명해주시구, 오래 기다리지않아서 좋았어용 ㅎㅎㅎ",5,1,"안녕하세요. 톡스앤필 명동점입니다.
소중한 후기 남겨주셔서 감사합니다.
앞으로도 정성을 다하는 톡스앤필이 되겠습니다.
다음 내원시에도 최선을 다하겠습니다. 감사합니다. ^^",2019.09.17 11:40:11,,2019.09.16,dudd****,신규예약,톡스앤필의원 명동점,,false,"보톡스란걸 처음 맞아서 긴장했는데 친절하게 설명해주시구, 오래 기다리지않아서 좋았어용 ㅎㅎㅎ",
209534,6842575,상담해주신 코디분도 너무 친절하시구~ 의사선생님도 엄청 활발하고 귀여우세요!! 아주 만족했어요~ 가격이나 서비스나,5,1,"안녕하세요. 톡스앤필 명동점입니다.
좋은 말씀 남겨주셔서 감사합니다.
앞으로도 최선을 다하는 톡스앤필이 되겠습니다.
다음 내원시에도 정성을 다하겠습니다. 감사합니다. ^^",2019.09.17 11:39:57,,2019.09.16,eunb****,신규예약,톡스앤필의원 명동점,,false,상담해주신 코디분도 너무 친절하시구~ 의사선생님도 엄청 활발하고 귀여우세요!! 아주 만족했어요~ 가격이나 서비스나,
209534,6791813,사람이 많았는데도 친절하셨어요~ 감사합니다:),5,1,"안녕하세요. 톡스앤필 명동점입니다.
좋은 말씀 남겨주셔서 감사합니다.
앞으로도 최선을 다하는 톡스앤필이 되겠습니다.
다음 내원시에도 정성을 다하겠습니다. 감사합니다. ^^",2019.09.16 19:52:12,,2019.09.12,gyuh****,신규예약,톡스앤필의원 명동점,,false,사람이 많았는데도 친절하셨어요~ 감사합니다:),
