bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,replyRegDate
221354,7185141,직원들ㆍ원장님 모두 친절하고 건물도 깔끔하고 시술도 좋았어요,5,1,,,2019.10.11,bini****,상담 예약,노원 톡스앤필의원,,false,직원들ㆍ원장님 모두 친절하고 건물도 깔끔하고 시술도 좋았어요,
221354,7180186,"굉장히 친절하고 편안해요 
강남만 다녔는데 노원에 갈만한 피부과 생겨서 좋네요",5,1,,,2019.10.10,hji5****,상담 예약,노원 톡스앤필의원,,false,"굉장히 친절하고 편안해요 
강남만 다녔는데 노원에 갈만한 피부과 생겨서 좋네요",
221354,7138715,괜찮아요ㅋ,4,1,,,2019.10.07,vkfk****,상담 예약,노원 톡스앤필의원,,false,괜찮아요ㅋ,
221354,7050779,"시술 편안하게 잘받구 왔어요
입술모양도 생각햇던것보다 이쁘게 됏네요",5,1,,,2019.10.02,gall****,상담 예약,노원 톡스앤필의원,,false,"시술 편안하게 잘받구 왔어요
입술모양도 생각햇던것보다 이쁘게 됏네요",
221354,7044499,톡스앤필로 바뀐지 모르고 갔는데 다행히 의사쌤은 그대로시고 간호사분들은 더 친절해지신 것 같네요.,5,1,,,2019.10.02,witt****,상담 예약,노원 톡스앤필의원,,false,톡스앤필로 바뀐지 모르고 갔는데 다행히 의사쌤은 그대로시고 간호사분들은 더 친절해지신 것 같네요.,
221354,7034951,애용하는 피부과입니다,5,1,,,2019.10.01,ysh4****,상담 예약,노원 톡스앤필의원,,false,애용하는 피부과입니다,
221354,7044133,가격도 저렴하고 안아프게 보톡스주사맞았습니다~^^,5,1,,,2019.09.25,rmsg****,상담 예약,노원 톡스앤필의원,,false,가격도 저렴하고 안아프게 보톡스주사맞았습니다~^^,
221354,6956908,설명잘해주시궁 친절~~좋아요,4,1,,,2019.09.25,jihu****,상담 예약,노원 톡스앤필의원,,false,설명잘해주시궁 친절~~좋아요,
221354,6892404,다들 친절하시고 레이저 시술 받는데  상담도 세심하게 해주셔서 좋았어요  레이저 시술 원장님도 꼼꼼하게 잘해주셨어요  다만 처음이고 병원인데 원장 상담이 없어서  아쉬워서  1점 뺐어요,4,1,,,2019.09.20,bboy****,상담 예약,노원 톡스앤필의원,,false,다들 친절하시고 레이저 시술 받는데  상담도 세심하게 해주셔서 좋았어요  레이저 시술 원장님도 꼼꼼하게 잘해주셨어요  다만 처음이고 병원인데 원장 상담이 없어서  아쉬워서  1점 뺐어요,
221354,6888846,두번째방문인데 친절하고 편안한 느낌이었어요,5,1,,,2019.09.19,jayh****,상담 예약,노원 톡스앤필의원,,false,두번째방문인데 친절하고 편안한 느낌이었어요,
