bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,replyRegDate
76587,6960921,친절하고원장님도 좋으신것 같아요,5,1,,,2019.09.24,nupp****,76587 태미안의원 default 상품,태미안의원,,false,친절하고원장님도 좋으신것 같아요,
76587,6899790,각자 피부에 맞게 상담해주셔서 좋았습니다,5,1,,,2019.08.31,sunt****,76587 태미안의원 default 상품,태미안의원,,false,각자 피부에 맞게 상담해주셔서 좋았습니다,
76587,6249736,좋아용 가격도 생각보다 괜찮고 간호사언니가 친절하게해주셔서 좋았어용,5,1,,,2019.08.08,ggj0****,76587 태미안의원 default 상품,태미안의원,,false,좋아용 가격도 생각보다 괜찮고 간호사언니가 친절하게해주셔서 좋았어용,
76587,5859144,좋아요 친절히고,5,1,,,2019.07.15,sdw0****,76587 태미안의원 default 상품,태미안의원,,false,좋아요 친절히고,
76587,5692188,"매우상냥하시고 의사스앵님들도~
잘해주셔서 저는 피부과는 여기만가게되네요~
상담은 뭘물어봐도 잘상담해주셔서 좋습니다
매번 이벤트행사도하고ㅋㅋㅋ??",5,1,,,2019.07.03,rlaa****,76587 태미안의원 default 상품,태미안의원,,false,"매우상냥하시고 의사스앵님들도~
잘해주셔서 저는 피부과는 여기만가게되네요~
상담은 뭘물어봐도 잘상담해주셔서 좋습니다
매번 이벤트행사도하고ㅋㅋㅋ??",
76587,5177213,친절하시고 좋았어요,5,1,,,2019.05.24,trbt****,76587 태미안의원 default 상품,태미안의원,,false,친절하시고 좋았어요,
76587,5090738,사람이 많아서 지연이 좀 걸려요 ㅠㅠ,4,1,,,2019.05.15,frie****,76587 태미안의원 default 상품,태미안의원,,false,사람이 많아서 지연이 좀 걸려요 ㅠㅠ,
76587,4998311,갈때마다친절하고조아요,5,1,,,2019.05.08,ssjj****,76587 태미안의원 default 상품,태미안의원,,false,갈때마다친절하고조아요,
76587,4507252,"직장동료 소개로  어제 첫방문했습니다.
병원도 깨끗하고 무엇보다 실장님이  설명도잘해주시고 너무 친절해서 넘 만족하고왔습니다.원장님도 꼼꼼히 진료에대해 설명해주시고 과잉진료도 안하시고 만족했습니다
물론 간호사분들도 친절하셨어요~^^
주위에 소개도 많이 할거고 저도 계속 다니려구요~^^",5,1,,,2019.03.21,by10****,76587 태미안의원 default 상품,태미안의원,,false,"직장동료 소개로  어제 첫방문했습니다.
병원도 깨끗하고 무엇보다 실장님이  설명도잘해주시고 너무 친절해서 넘 만족하고왔습니다.원장님도 꼼꼼히 진료에대해 설명해주시고 과잉진료도 안하시고 만족했습니다
물론 간호사분들도 친절하셨어요~^^
주위에 소개도 많이 할거고 저도 계속 다니려구요~^^",
76587,4433616,태미안 너무좋아요 간호사언니들도친절하고 진찰도잘하고원장님도친절하시고!!무엇보다 비만치료도확실하고 전 오랫동안다니고잇는데 돈이안아까워요!!너무좋아서!!ㅎ 지금 거의 3년째여기만다녀요!!너무좋아서 ㅎ 친구들한테도 소개하고잇어요 ㅎ,5,1,,,2019.03.12,rlaw****,76587 태미안의원 default 상품,태미안의원,,false,태미안 너무좋아요 간호사언니들도친절하고 진찰도잘하고원장님도친절하시고!!무엇보다 비만치료도확실하고 전 오랫동안다니고잇는데 돈이안아까워요!!너무좋아서!!ㅎ 지금 거의 3년째여기만다녀요!!너무좋아서 ㅎ 친구들한테도 소개하고잇어요 ㅎ,
76587,4043941,항상 친절하시고 세심하게 진료해 주셔서 감사해요ㆍ,5,1,,,2019.01.22,sini****,76587 태미안의원 default 상품,태미안의원,,false,항상 친절하시고 세심하게 진료해 주셔서 감사해요ㆍ,
76587,3986996,친절 상담 감사합니다..시간이 지나야 효과를 본다니..기다려보고 재방문 하겠습니다,3,1,,,2019.01.21,nezu****,76587 태미안의원 default 상품,태미안의원,,false,친절 상담 감사합니다..시간이 지나야 효과를 본다니..기다려보고 재방문 하겠습니다,
76587,3971500,친절한 상담 감사합니다^^,5,1,,,2019.01.17,lull****,76587 태미안의원 default 상품,태미안의원,,false,친절한 상담 감사합니다^^,
76587,3916049,꼼꼼하고 좋아요 예약위주라서 대기시간도 길지 않아요,5,1,,,2019.01.11,opus****,76587 태미안의원 default 상품,태미안의원,,false,꼼꼼하고 좋아요 예약위주라서 대기시간도 길지 않아요,
76587,3811286,"좋아요
서",4,1,,,2018.12.31,tige****,76587 태미안의원 default 상품,태미안의원,,false,"좋아요
서",
76587,3702913,기다려서 조금아쉽네요,1,1,,,2018.12.18,hans****,76587 태미안의원 default 상품,태미안의원,,false,기다려서 조금아쉽네요,
76587,3708735,친절하고 좋아용~ 효과도 좋구요~~,4,1,,,2018.12.14,kimz****,76587 태미안의원 default 상품,태미안의원,,false,친절하고 좋아용~ 효과도 좋구요~~,
76587,3665565,"원장님 너무 친절하세요
갈때마다 편하게해주셔서 시술받을때도
덜 긴장하게되는 것 같아요!",5,1,,,2018.12.13,kjw8****,76587 태미안의원 default 상품,태미안의원,,false,"원장님 너무 친절하세요
갈때마다 편하게해주셔서 시술받을때도
덜 긴장하게되는 것 같아요!",
76587,3568788,정기적으로 이용합니다. 좋습니다.,5,1,,,2018.11.24,jiee****,76587 태미안의원 default 상품,태미안의원,,false,정기적으로 이용합니다. 좋습니다.,
76587,3501726,예약하고  만족합니다,5,1,,,2018.11.13,leeu****,76587 태미안의원 default 상품,태미안의원,,false,예약하고  만족합니다,
76587,3275295,예약하고 바로 시술했어요.저렴하고 괜찮아요~^^,5,1,,,2018.10.16,c202****,76587 태미안의원 default 상품,태미안의원,,false,예약하고 바로 시술했어요.저렴하고 괜찮아요~^^,
76587,3245143,"겨드랑이제모햇어요
이렇게 효과좋을지알앗음진즉하는거였는데ㅋ
가격대비짱이에요",5,1,,,2018.10.12,ak23****,76587 태미안의원 default 상품,태미안의원,,false,"겨드랑이제모햇어요
이렇게 효과좋을지알앗음진즉하는거였는데ㅋ
가격대비짱이에요",
