bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,replyRegDate
45401,6864177,원장님은 친절하시고 좋은데 다른곳보다 비싼감이 있네요..,3,1,,,2019.09.06,dleh****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,원장님은 친절하시고 좋은데 다른곳보다 비싼감이 있네요..,
45401,6919949,최악이에요,1,1,,,2019.09.04,drea****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,최악이에요,
45401,6408623,관리실장님 직원분들 모두 친절하세요!,5,1,,,2019.08.16,kims****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,관리실장님 직원분들 모두 친절하세요!,
45401,6354643,친절한 분위기,4,1,,,2019.08.14,real****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,친절한 분위기,
45401,6245192,"의사샘이 상당히 피곤한 낯이었지만 설명도 잘 해주시고 친절하게 진찰해주셨습니다.
직원분들도 친절하시구요.",4,1,,,2019.08.08,cjhc****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,"의사샘이 상당히 피곤한 낯이었지만 설명도 잘 해주시고 친절하게 진찰해주셨습니다.
직원분들도 친절하시구요.",
45401,6228342,진료도 잘 봐주셨고 다들 너무 친절하셔서 비록 점을 빼러 간것이지만 덜 긴장했어요! 내부도 넓고 쾌적해요!,5,1,,,2019.08.07,ming****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,진료도 잘 봐주셨고 다들 너무 친절하셔서 비록 점을 빼러 간것이지만 덜 긴장했어요! 내부도 넓고 쾌적해요!,
45401,5164531,친절하게 예약해 주시고 친절하게 검진해 주셔서 너무 감사합니다.,5,1,,,2019.05.20,taij****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,친절하게 예약해 주시고 친절하게 검진해 주셔서 너무 감사합니다.,
45401,4143842,원장님 너무 친절하시고 간호사분들도 모두 친절하세요,5,1,,,2019.02.01,cute****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,원장님 너무 친절하시고 간호사분들도 모두 친절하세요,
45401,3696509,"예약도 친절하게 도와주시고 무엇보다 선생님이 과잉진료하지 않는점이 좋습니다!
가벼운 피부질환이나 외상은 대충봐주거나 불친절한 피부과가 많은데 적절한 진료해주셔서 다음번에도 다른진료시 찾게 될 것 같아요.",5,1,,,2018.12.17,whms****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,"예약도 친절하게 도와주시고 무엇보다 선생님이 과잉진료하지 않는점이 좋습니다!
가벼운 피부질환이나 외상은 대충봐주거나 불친절한 피부과가 많은데 적절한 진료해주셔서 다음번에도 다른진료시 찾게 될 것 같아요.",
45401,3320508,약은받아왔으나 약은 도움이 하나도 안되었어요 피부관리 패키지가 없어 아쉬운 피부과네요 ~,2,1,"불편드려 죄송합니다. 
앞으로 만족을 드릴수 있는 클린업피부과 삼성점이 되기위해 더 신경쓰도록 하겠습니다. 소중한 글 감사합니다.",,2018.10.22,rkdm****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,약은받아왔으나 약은 도움이 하나도 안되었어요 피부관리 패키지가 없어 아쉬운 피부과네요 ~,2018.10.26 16:50:42
45401,2713284,"진료비 얼마 안하지만 정말 아깝다는생각 들만큼 진료 완젼 별로~
두번다시 안갈 병원!",1,1,"불편드려 죄송합니다. 
앞으로 만족을 드릴수 있는 클린업피부과 삼성점이 되기위해 더 신경쓰도록 하겠습니다. 소중한 글 감사합니다.",,2018.07.31,inon****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,"진료비 얼마 안하지만 정말 아깝다는생각 들만큼 진료 완젼 별로~
두번다시 안갈 병원!",2018.08.10 12:26:39
45401,2589209,항상 친절하시고 좋아요,5,1,,,2018.07.11,1031****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,항상 친절하시고 좋아요,
45401,2463805,친절합니다. 네이버 예약을 하면 더 쉽게 진료 받을 수 있습니다.,5,1,,,2018.06.15,ubac****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,친절합니다. 네이버 예약을 하면 더 쉽게 진료 받을 수 있습니다.,
45401,1271763,"일단 약만 지어왔는데 선생님 만나서 직접 진료 받고, 권유는 했지만 관리나 레이저 강요하지 않고 먼저 일단 약처방만 해줘서 맘에 들었습니다!",4,1,"유보람님~~ 안녕하세요~~^^
후기남겨주셔서 감사드립니다~~
앞으로도 더 많은 만족을 드릴수 있는 클린업피부과 삼성점이 되겠습니다~*",,2017.11.08,na20****,CU클린업피부과 삼성점,클린업피부과의원 삼성점,,false,"일단 약만 지어왔는데 선생님 만나서 직접 진료 받고, 권유는 했지만 관리나 레이저 강요하지 않고 먼저 일단 약처방만 해줘서 맘에 들었습니다!",2017.11.09 13:48:18
