bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,replyRegDate
223728,7729282,얼마전에 다른치과에서 검진봤었지만 지인이 여기치과 추천해줘서 한번더 검진봤는데 원장님이 꼼꼼하게 설명해주시고 치료해야 하는거랑 초기충치? 라서 지켜봐도 되는거 구분해서 말해주셔서 좋았어용 또 턱이 안좋아서 오래 입벌리는거 잘 못하는데 원장님이 손이빠르셔서 진료가 빨리 끝나서 만족스러웠습니당 ㅎㅎ치위생사 언니들도 친절해요,5,1,,,2019.11.16,s_ha****,치과진료,연세스위트치과병원,,false,얼마전에 다른치과에서 검진봤었지만 지인이 여기치과 추천해줘서 한번더 검진봤는데 원장님이 꼼꼼하게 설명해주시고 치료해야 하는거랑 초기충치? 라서 지켜봐도 되는거 구분해서 말해주셔서 좋았어용 또 턱이 안좋아서 오래 입벌리는거 잘 못하는데 원장님이 손이빠르셔서 진료가 빨리 끝나서 만족스러웠습니당 ㅎㅎ치위생사 언니들도 친절해요,
223728,7695781,"오랜만에 간 치과였는데 예약부터 너무 바로바로 되는 편이라 편리했어요
항상 치과는 긴장되고 뭘 하지 않아도 무서운곳인데ㅠㅠ 직원분들이 너무 친절하게 대해주셔서 너무 감사했습니당!! 과잉치료하는 느낌두 아니고 꼭 필요한것만 말해주는것같아서 좋았어요~~",5,1,,,2019.11.16,doye****,치과진료,연세스위트치과병원,,false,"오랜만에 간 치과였는데 예약부터 너무 바로바로 되는 편이라 편리했어요
항상 치과는 긴장되고 뭘 하지 않아도 무서운곳인데ㅠㅠ 직원분들이 너무 친절하게 대해주셔서 너무 감사했습니당!! 과잉치료하는 느낌두 아니고 꼭 필요한것만 말해주는것같아서 좋았어요~~",
223728,7687036,"두번째가는거였는데 마취도 안아팠고
치료 마무리도 잘 해주셨어요
비용이 저렴한 편은 아니지만 치료중에
꼼꼼하게 봐주시려고 하는거 같아서 좋았어요
근데 주말이라 그런지 대기시간은 
조금 있었습니다 ㅜㅜ",4,1,,,2019.11.16,chae****,치과진료,연세스위트치과병원,,false,"두번째가는거였는데 마취도 안아팠고
치료 마무리도 잘 해주셨어요
비용이 저렴한 편은 아니지만 치료중에
꼼꼼하게 봐주시려고 하는거 같아서 좋았어요
근데 주말이라 그런지 대기시간은 
조금 있었습니다 ㅜㅜ",
223728,7199981,네이버로 예약하니까 전화로 늘 번거롭게 하지않아도 알아서 되니까 편했어요~~!!,5,1,"안녕하세요. 스위트치과병원 고객지원팀입니다.

궁금하신 점이 있다면 언제든지 네이버 톡톡이나 유선상으로 전화주시면 자세히 알려드리도록 하겠습니다.

좋은 의견 감사드리며 계속해서 편안하고 꼼꼼하게 진료받으실 수 있도록 노력하겠습니다. 감사합니다.",,2019.10.11,minn****,스케일링,연세스위트치과병원,,false,네이버로 예약하니까 전화로 늘 번거롭게 하지않아도 알아서 되니까 편했어요~~!!,2019.11.01 12:17:47
223728,7072923,"스케일링이 이렇게 안아픈 줄 몰랐어요 딴 치과에서 받았을땐 진짜 아팠어서 트라우마 생겼었는데 여기는 진짜 안아팠어요! 전후 사진도 보여주셨는데 완전 깨끗했어요
칫솔질 방법도 꼼꼼하게 설명해주시고 제대로 배운 것 같아요 ~~",5,1,"안녕하세요. 스위트치과병원 고객지원팀입니다.

치료와 진료 모두 만족하셨다니 감사드립니다.
치료의 완성도는 높이고, 안아픈 치료를 위해 더욱 노력하겠습니다.
본원은 환자분의 통증을 줄이기 위해서 바르는 마취제와 무통마취기를 함께 사용하고 있습니다. 

좋은 의견 감사드리며 계속해서 편안하고 꼼꼼하게 진료받으실 수 있도록 노력하겠습니다. 감사합니다.",,2019.10.04,rlaa****,스케일링,연세스위트치과병원,,false,"스케일링이 이렇게 안아픈 줄 몰랐어요 딴 치과에서 받았을땐 진짜 아팠어서 트라우마 생겼었는데 여기는 진짜 안아팠어요! 전후 사진도 보여주셨는데 완전 깨끗했어요
칫솔질 방법도 꼼꼼하게 설명해주시고 제대로 배운 것 같아요 ~~",2019.11.01 12:17:10
223728,7252379,"원장 선생님, 스텝 선생님들 다들 친절하시고 너무 좋았어요~
치과 트라우마가 있어서 되게 겁 먹었었는데
안아프게 잘 해주셔서 좋았어요 ㅠㅠ",5,1,"안녕하세요. 스위트치과병원 고객지원팀입니다.

치료와 진료 모두 만족하셨다니 감사드립니다.
치료의 완성도는 높이고, 안아픈 치료를 위해 더욱 노력하겠습니다.

좋은 의견 감사드리며 계속해서 편안하고 꼼꼼하게 진료받으실 수 있도록 노력하겠습니다. 감사합니다.",,2019.09.21,ssts****,치과진료,연세스위트치과병원,,false,"원장 선생님, 스텝 선생님들 다들 친절하시고 너무 좋았어요~
치과 트라우마가 있어서 되게 겁 먹었었는데
안아프게 잘 해주셔서 좋았어요 ㅠㅠ",2019.11.01 12:17:58
223728,6320173,친절하고 치료도 만족합니다!,5,1,"안녕하세요. 스위트치과병원 고객지원팀입니다.

치료와 진료 모두 만족하셨다니 감사드립니다.
치료의 완성도는 높이고, 안아픈 치료를 위해 더욱 노력하겠습니다.


좋은 의견 감사드리며 계속해서 편안하고 꼼꼼하게 진료받으실 수 있도록 노력하겠습니다. 감사합니다.",,2019.08.12,utop****,스케일링,연세스위트치과병원,,false,친절하고 치료도 만족합니다!,2019.08.19 17:27:43
223728,6266105,"최근에 여러군데 치과를 다녀봤는데 불친절, 과잉진료로 인해 신뢰를 잃은상태였어요..
그러다 우연히 연세스위트치과를 알게되서 왔는데
과잉진료도 없고, 전체적으로 깔끔하고 진료서비스도 좋았어요~
주변에 소개 많이 해야겠어요 ㅎㅎ
제가 치과 겁이 많아서 질문도 많이 하고, 걱정도 많이 했는데
스켈링 하나도 아프지 않게 해주셔서 너무 감사해요^^ 
앞으로도 꾸준히 다닐 예정입니다!!",5,1,"안녕하세요. 스위트치과병원 고객지원팀입니다.

치료와 진료 모두 만족하셨다니 감사드립니다.
치료의 완성도는 높이고, 안아픈 치료를 위해 더욱 노력하겠습니다.


좋은 의견 감사드리며 계속해서 편안하고 꼼꼼하게 진료받으실 수 있도록 노력하겠습니다. 감사합니다.",,2019.08.09,love****,스케일링,연세스위트치과병원,,false,"최근에 여러군데 치과를 다녀봤는데 불친절, 과잉진료로 인해 신뢰를 잃은상태였어요..
그러다 우연히 연세스위트치과를 알게되서 왔는데
과잉진료도 없고, 전체적으로 깔끔하고 진료서비스도 좋았어요~
주변에 소개 많이 해야겠어요 ㅎㅎ
제가 치과 겁이 많아서 질문도 많이 하고, 걱정도 많이 했는데
스켈링 하나도 아프지 않게 해주셔서 너무 감사해요^^ 
앞으로도 꾸준히 다닐 예정입니다!!",2019.08.12 17:05:22
223728,6252595,"교정치과 알아보다가 간거였는데 설명도 잘해주고 꼼꼼하게 봐줘서 믿음이 올라감
간 김에 스켈링도 했는데 만족스러웠음
재방문 의사 완전 있음!!",4,1,"안녕하세요. 스위트치과병원 고객지원팀입니다.

치료와 진료 모두 만족하셨다니 감사드립니다.
치료의 완성도는 높이고, 안아픈 치료를 위해 더욱 노력하겠습니다.

좋은 의견 감사드리며 계속해서 편안하고 꼼꼼하게 진료받으실 수 있도록 노력하겠습니다. 감사합니다.",,2019.08.09,chlt****,치아교정,연세스위트치과병원,,false,"교정치과 알아보다가 간거였는데 설명도 잘해주고 꼼꼼하게 봐줘서 믿음이 올라감
간 김에 스켈링도 했는데 만족스러웠음
재방문 의사 완전 있음!!",2019.08.12 17:04:53
223728,5551456,진료보면서 차근차근 설명잘해주시고 진료도 잘봐주신거같습니다. 만족합니다~~,5,1,"안녕하세요. 스위트치과병원 고객지원팀입니다.

치료와 진료 모두 만족하셨다니 감사드립니다.
치료의 완성도는 높이고, 안아픈 치료를 위해 더욱 노력하겠습니다.

좋은 의견 감사드리며 계속해서 편안하고 꼼꼼하게 진료받으실 수 있도록 노력하겠습니다. 감사합니다.",,2019.06.22,snow****,스케일링,연세스위트치과병원,,false,진료보면서 차근차근 설명잘해주시고 진료도 잘봐주신거같습니다. 만족합니다~~,2019.07.03 18:56:48
