bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
170402,7620109,굉장히 친절하시고 꼼꼼하게 봐주셨습니다.,5,1,,,2019.11.11,chi_****,성신웰치과 진료예약,성신웰치과의원,,false,굉장히 친절하시고 꼼꼼하게 봐주셨습니다.
170402,7532259,여자친구 소개로 갔는데 상담 받으러 갔는데 다들 너무 친절하셔서 좋아요 여기서 치료 받으려구요,5,1,,,2019.10.25,ban0****,성신웰치과 진료예약,성신웰치과의원,,false,여자친구 소개로 갔는데 상담 받으러 갔는데 다들 너무 친절하셔서 좋아요 여기서 치료 받으려구요
170402,7352201,겁이 많은데... 상담도 친절하시고 스케일링도 최대한 배려해 주셨어요 감사합니다 이런 치과 처음이었어요,5,1,,,2019.10.23,lioz****,성신웰치과 진료예약,성신웰치과의원,,false,겁이 많은데... 상담도 친절하시고 스케일링도 최대한 배려해 주셨어요 감사합니다 이런 치과 처음이었어요
170402,6722317,스케일링 하고 왔어요 :) 아프지도 않고 직원분들 모두 너무 친절하셔서 기분 좋게 받고 왔네요!,5,1,,,2019.09.06,wjsd****,성신웰치과 진료예약,성신웰치과의원,,false,스케일링 하고 왔어요 :) 아프지도 않고 직원분들 모두 너무 친절하셔서 기분 좋게 받고 왔네요!
170402,6719412,"의사선생님도 친절하게상담해주시고, 꼼꼼히 짚어주십니다! 전체적으로깔끔하고 모두 친절해요~",5,1,,,2019.09.06,dalk****,성신웰치과 진료예약,성신웰치과의원,,false,"의사선생님도 친절하게상담해주시고, 꼼꼼히 짚어주십니다! 전체적으로깔끔하고 모두 친절해요~"
170402,6696943,친절하고 좋아요,5,1,,,2019.09.04,llmo****,성신웰치과 진료예약,성신웰치과의원,,false,친절하고 좋아요
170402,6626185,과잉진료 안하고 친절하게 설명해주신게 너무 좋았어요!!,5,1,,,2019.08.30,aaa4****,성신웰치과 진료예약,성신웰치과의원,,false,과잉진료 안하고 친절하게 설명해주신게 너무 좋았어요!!
170402,6569253,진짜 다들 너무너무너무 친절하시고 치료중에도 아픈지 계속 확인해주시고 과잉진료도 안하시는것같아요 인생치과 ㅠ. .,5,1,,,2019.08.26,2136****,성신웰치과 진료예약,성신웰치과의원,,false,진짜 다들 너무너무너무 친절하시고 치료중에도 아픈지 계속 확인해주시고 과잉진료도 안하시는것같아요 인생치과 ㅠ. .
170402,6516409,다른 치과다니다가 옮긴건데 직원분들도 너무 친절하고 원장님도 과잉진료없이 치료도 잘해주셔서 너무 만족스럽게 받고갑니다,5,1,,,2019.08.23,grpc****,성신웰치과 진료예약,성신웰치과의원,,false,다른 치과다니다가 옮긴건데 직원분들도 너무 친절하고 원장님도 과잉진료없이 치료도 잘해주셔서 너무 만족스럽게 받고갑니다
170402,6425000,원래 이런거 잘안쓰는데 다녀본 치과중에 제일 만족스러워요! 과잉 진료도 없었고 딱 필요한거만 치료하도록 설명도 잘해주시더라구요 원장님 엄청 친절하시고 충치가 깊었는데 아프지 않게 잘 치료해주셔서 치료끝났다고하는데 벌써 끝났나 했어요ㅋㅋㅋ아직 몇번 더 치료가 필요하지만 만족합니당,5,1,,,2019.08.14,jyw6****,성신웰치과 진료예약,성신웰치과의원,,false,원래 이런거 잘안쓰는데 다녀본 치과중에 제일 만족스러워요! 과잉 진료도 없었고 딱 필요한거만 치료하도록 설명도 잘해주시더라구요 원장님 엄청 친절하시고 충치가 깊었는데 아프지 않게 잘 치료해주셔서 치료끝났다고하는데 벌써 끝났나 했어요ㅋㅋㅋ아직 몇번 더 치료가 필요하지만 만족합니당
170402,6336610,"정말 친절하시고...무엇보다 안아팠어요 ㅠ
겁이 엄청많아서 덜덜덜떨었는데 배려해주시는게 느껴졌구요
다른곳 안가보고 바로 여기서했네요
감사합니다",5,1,,,2019.08.13,sano****,성신웰치과 진료예약,성신웰치과의원,,false,"정말 친절하시고...무엇보다 안아팠어요 ㅠ
겁이 엄청많아서 덜덜덜떨었는데 배려해주시는게 느껴졌구요
다른곳 안가보고 바로 여기서했네요
감사합니다"
170402,6278422,사랑니 상태에 대해 알기 쉽게 잘 설명해주시고 스케일링도 처음인데 하나도 안아프게 해주셔서 좋았어요,5,1,,,2019.08.10,le_c****,성신웰치과 진료예약,성신웰치과의원,,false,사랑니 상태에 대해 알기 쉽게 잘 설명해주시고 스케일링도 처음인데 하나도 안아프게 해주셔서 좋았어요
170402,6266011,미백 여러 번 받아봤는데 여기서 받았을 때가 많이 시리지도 않고 미백 효과 정말 좋은것 같아요!! 미백 전에 스케일링도 받았는데 하나도 안아프고 좋았어요ㅎㅎㅎㅎㅎ다음에 미백 또 받으러 갈게요~,5,1,,,2019.08.09,tjsg****,성신웰치과 진료예약,성신웰치과의원,,false,미백 여러 번 받아봤는데 여기서 받았을 때가 많이 시리지도 않고 미백 효과 정말 좋은것 같아요!! 미백 전에 스케일링도 받았는데 하나도 안아프고 좋았어요ㅎㅎㅎㅎㅎ다음에 미백 또 받으러 갈게요~
170402,6228149,사랑니뽑으러갔었는데 다들 엄청 친절하시고 사랑니도 진짜 하나도안아프게 뽑아주셨어요ㅠㅠ 마취도 하나도안아팠어용.. 사랑니 뽑으시려는분들 요기가세욧!!!,5,1,,,2019.08.07,lawv****,성신웰치과 진료예약,성신웰치과의원,,false,사랑니뽑으러갔었는데 다들 엄청 친절하시고 사랑니도 진짜 하나도안아프게 뽑아주셨어요ㅠㅠ 마취도 하나도안아팠어용.. 사랑니 뽑으시려는분들 요기가세욧!!!
170402,6307541,"엄마 예약해드렸습니다
친절한 진료 부탁드려요~~",4,1,,,2019.08.05,wonw****,성신웰치과 진료예약,성신웰치과의원,,false,"엄마 예약해드렸습니다
친절한 진료 부탁드려요~~"
170402,6063055,친절... 넘 좋아요... 또 갈거야...,5,1,,,2019.07.29,gkfm****,성신웰치과 진료예약,성신웰치과의원,,false,친절... 넘 좋아요... 또 갈거야...
170402,6067524,"모든 직원분들이 친절하시고 아프지않게 잘치료해주셔서 좋았어요. 시간도 오래안걸리고 확실하게 꼼꼼히 해주셔서 믿음이가요.

모든 치과가 이렇게 친절하고 안아프게 잘해주신다면 얼마나 좋겠어요 ㅠ",5,1,,,2019.07.25,moon****,성신웰치과 진료예약,성신웰치과의원,,false,"모든 직원분들이 친절하시고 아프지않게 잘치료해주셔서 좋았어요. 시간도 오래안걸리고 확실하게 꼼꼼히 해주셔서 믿음이가요.

모든 치과가 이렇게 친절하고 안아프게 잘해주신다면 얼마나 좋겠어요 ㅠ"
170402,6021300,"충치가 많아서 여러 치과에 가봤는데 여기서는 치료해야할 충치와 치료하지 않아도 될 충치를 쉽게 설명해주셔서 좋았어요!
그리고 마취주사 진짜 안아팠어요!! 굿굿",5,1,,,2019.07.12,ajtw****,성신웰치과 진료예약,성신웰치과의원,,false,"충치가 많아서 여러 치과에 가봤는데 여기서는 치료해야할 충치와 치료하지 않아도 될 충치를 쉽게 설명해주셔서 좋았어요!
그리고 마취주사 진짜 안아팠어요!! 굿굿"
170402,5804381,치아가 안좋은편이라 치과를 여러군데 다녀봤는데 이번에 친구 소개로 방문했던 성신웰치과는 진짜 양심치과란 느낌을 받았어요. 추천하고 싶은 치과네요.,5,1,,,2019.07.12,lms6****,성신웰치과 진료예약,성신웰치과의원,,false,치아가 안좋은편이라 치과를 여러군데 다녀봤는데 이번에 친구 소개로 방문했던 성신웰치과는 진짜 양심치과란 느낌을 받았어요. 추천하고 싶은 치과네요.
170402,5638739,친절하고 좋아요,4,1,,,2019.06.29,jisn****,성신웰치과 진료예약,성신웰치과의원,,false,친절하고 좋아요
170402,5894025,"다들 너무 친절하시고 설명도 잘 해주셔서 좋았어요 
사랑니도 정말 순식간에 뽑아주셨어요ㅋㅋㅋㅋ 굿굿",5,1,,,2019.06.25,hjmy****,성신웰치과 진료예약,성신웰치과의원,,false,"다들 너무 친절하시고 설명도 잘 해주셔서 좋았어요 
사랑니도 정말 순식간에 뽑아주셨어요ㅋㅋㅋㅋ 굿굿"
170402,5419142,"치과에 계시는 모든분들이 다 친절하시고 의사선생님은 진짜 전문의중의 전문의였어요
다른치과에서는 몰랐던 부분들도 알아듣기쉽게 잘 설명해주시고 좋았어요",5,1,,,2019.06.11,goaw****,성신웰치과 진료예약,성신웰치과의원,,false,"치과에 계시는 모든분들이 다 친절하시고 의사선생님은 진짜 전문의중의 전문의였어요
다른치과에서는 몰랐던 부분들도 알아듣기쉽게 잘 설명해주시고 좋았어요"
170402,5273536,좋아요 좋아요,5,1,,,2019.06.01,ever****,성신웰치과 진료예약,성신웰치과의원,,false,좋아요 좋아요
170402,5247281,궁금한점 친절하게 설명해주시고 치료도 안아프게 해주셨어요~! 또 방문할게요^^,5,1,,,2019.05.30,wuju****,성신웰치과 진료예약,성신웰치과의원,,false,궁금한점 친절하게 설명해주시고 치료도 안아프게 해주셨어요~! 또 방문할게요^^
170402,5085667,친절하고 깔끔해요,5,1,,,2019.05.15,hind****,성신웰치과 진료예약,성신웰치과의원,,false,친절하고 깔끔해요
170402,5070272,"스케일링 받으러 처음 방문 했는데 신사역에 있는 치과보다 안아프고 깔끔하게 해주셨어요. 
스케일링 하면서 전체 상태 확인도 해주셨는데 과잉 진료도 없고 환자와 소통하려는 의사분의 태도에 신뢰가 갔습니다.
이후 충치 치료도 예약하고 왔어요! 
집 근처에 믿을만한 친과를 찾게되어 너무 기쁩니다.",5,1,,,2019.05.14,love****,성신웰치과 진료예약,성신웰치과의원,,false,"스케일링 받으러 처음 방문 했는데 신사역에 있는 치과보다 안아프고 깔끔하게 해주셨어요. 
스케일링 하면서 전체 상태 확인도 해주셨는데 과잉 진료도 없고 환자와 소통하려는 의사분의 태도에 신뢰가 갔습니다.
이후 충치 치료도 예약하고 왔어요! 
집 근처에 믿을만한 친과를 찾게되어 너무 기쁩니다."
170402,4893337,시설이 너무 좋고 깔끔해서 좋았어요~ 특히 원장님이 너무 친절하세요~ 다음에 또 갈게용,5,1,,,2019.05.01,hoeu****,성신웰치과 진료예약,성신웰치과의원,,false,시설이 너무 좋고 깔끔해서 좋았어요~ 특히 원장님이 너무 친절하세요~ 다음에 또 갈게용
170402,4913516,첫방문이에요! 직원분들 다 친절하시구 하나하나 세세하게 설명잘 해주시더라구요~ 스켈링도 예전 다른곳에서 했던거보다 안아프고 해주실때도 친절하게 응대해주셨어요 ㅎ,5,1,,,2019.04.30,gmlt****,성신웰치과 진료예약,성신웰치과의원,,false,첫방문이에요! 직원분들 다 친절하시구 하나하나 세세하게 설명잘 해주시더라구요~ 스켈링도 예전 다른곳에서 했던거보다 안아프고 해주실때도 친절하게 응대해주셨어요 ㅎ
170402,4826921,의사선생님이 미치셨어요 너무잘뽑아요 걱정뚝 ㅜㅜ너무감사합니다,5,1,,,2019.04.25,dltp****,성신웰치과 진료예약,성신웰치과의원,,false,의사선생님이 미치셨어요 너무잘뽑아요 걱정뚝 ㅜㅜ너무감사합니다
