bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,replyRegDate,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
54052,1384606,치아가 시려서 갔었고 파인치아 잘 떼워주셨어요~,5,1,네 감사합니다. 불편하실 때 언제든 연락 주세요 ^^,2017.12.08 15:05:08,,2017.12.07,rdt9****,진료예약,옥수수치과,,false,치아가 시려서 갔었고 파인치아 잘 떼워주셨어요~
54052,1351293,어금니 치료와 정기검진을 받았는데 편하고 좋았습니다!,5,1,네 감사합니다^^ 더 노력하여 발전하는 옥수수치과가 되겠습니다.,2017.11.30 15:37:05,,2017.11.29,je59****,진료예약,옥수수치과,,false,어금니 치료와 정기검진을 받았는데 편하고 좋았습니다!
54052,1270512,소개받아서 갔는데 너무 친절하게 잘해주셨어요.,5,1,안녕하세요 진료 잘 받고 돌아가셨다니 저희도 기쁘네요 ^^ 건강한 치아 관리 잘 하시고 불편하신 곳 있으시면 병원으로 연락주세요 감사합니다.,2017.11.09 10:49:44,,2017.11.07,rdt9****,진료예약,옥수수치과,,false,소개받아서 갔는데 너무 친절하게 잘해주셨어요.
54052,1086068,친절하시고 편안하게 진료받았습니다.,5,1,"안녕하세요 옥수수치과입니다. 편안하게 진료 받으셨다니 
기쁘네요. 항상 노력하는 옥수수치과가 되겠습니다 ^^",2017.09.19 14:03:40,,2017.09.11,8126****,진료예약,옥수수치과,,false,친절하시고 편안하게 진료받았습니다.
54052,1139998,친절하고 최신장비에 네이버 예약으로 하면 전화대기 안해도 되고 좋아요. 친절한 원장님과 직원분들 덕분에 엄마 임플란트 시술 쉽게 결정하셨어요. 감사합니다.,5,1,"네 감사합니다. 네이버 예약으로 편하게 이용해보세요 ^^ 사진도 찍어주셨네요. 
항상 노력하는 옥수수치과 되겠습니다~",2017.11.09 09:35:12,https://naverbooking-phinf.pstatic.net/20171006_130/1507224147286sprHp_JPEG/image.jpg,2017.08.30,djla****,진료예약,옥수수치과,,false,친절하고 최신장비에 네이버 예약으로 하면 전화대기 안해도 되고 좋아요. 친절한 원장님과 직원분들 덕분에 엄마 임플란트 시술 쉽게 결정하셨어요. 감사합니다.
54052,1140003,친절하고 스케일링도 보험적용되고 안아프게 잘합니다.,5,1,감사합니다^^ 언제나 노력하는 옥수수치과가 되겠습니다.,2017.11.09 10:48:24,,2017.08.30,djla****,진료예약,옥수수치과,,false,친절하고 스케일링도 보험적용되고 안아프게 잘합니다.
54052,986543,"예약시간보다 조금일찍갔는데, 바로 진료볼수 있어서 좋았습니다.
진료도 꼼꼼히 잘봐주시고 친절합니다.",5,1,"안녕하세요 옥수수치과입니다 
병원에 내원해주셔서 감사합니다
보다 더 나은 옥수수치과가 되도록 노력하겠습니다 ^^",2017.08.23 10:57:56,,2017.08.21,hola****,진료예약,옥수수치과,,false,"예약시간보다 조금일찍갔는데, 바로 진료볼수 있어서 좋았습니다.
진료도 꼼꼼히 잘봐주시고 친절합니다."
54052,964839,"지금보다 사람 더많아지면 불편할테니까 리뷰 안남길까하다가 남겨요 ~ 
모든분들 너무 친절하시고 ! 치과갈때 스트레스원인 8할정도 차지하는 마취고통이 다른병원보다 현저히 적어서 치료후 몸도 마음도 온전하게 병원밖으로 걸어나왔어요! 치료도 빠른손놀림으로 신속하게 잘해주셔서 별다섯개 쾅쾅 드립니다",5,1,"안녕하세요 옥수수치과입니다 
병원에 내원해주셔서 감사합니다
보다 더 나은 옥수수치과가 되도록 노력하겠습니다 ^^",2017.08.19 10:20:57,,2017.08.17,jazz****,진료예약,옥수수치과,,false,"지금보다 사람 더많아지면 불편할테니까 리뷰 안남길까하다가 남겨요 ~ 
모든분들 너무 친절하시고 ! 치과갈때 스트레스원인 8할정도 차지하는 마취고통이 다른병원보다 현저히 적어서 치료후 몸도 마음도 온전하게 병원밖으로 걸어나왔어요! 치료도 빠른손놀림으로 신속하게 잘해주셔서 별다섯개 쾅쾅 드립니다"
54052,1296475,직원분들완전친절,5,1,"감사합니다. 언제나 미소를 드리는 옥수수치과가 되겠습니다.
오늘도 좋은 하루 되세요 ~^^",2017.11.16 10:33:08,,2017.07.24,yos1****,진료예약,옥수수치과,,false,직원분들완전친절
54052,832772,친절들 하시고  진료도  차분히말씀해주시며 해주셔서  마음 편히 잘 받았어요.,5,1,"안녕하세요 옥수수치과입니다 
병원에 내원해주셔서 감사합니다
보다 더 나은 옥수수치과가 되도록 노력하겠습니다 ^^",2017.07.21 12:23:41,,2017.07.20,seju****,진료예약,옥수수치과,,false,친절들 하시고  진료도  차분히말씀해주시며 해주셔서  마음 편히 잘 받았어요.
