bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,
238677,6495000,"담당 의사선생님, 치위생사님 모두 친절하게 잘 응대해 주셔서 감사했습니다. 스케일링도 잘 받았구요^^",5,1,,,2019.08.20,inno****,라임나무치과병원,라임나무치과병원,,false,"담당 의사선생님, 치위생사님 모두 친절하게 잘 응대해 주셔서 감사했습니다. 스케일링도 잘 받았구요^^",
238677,6211447,교정 담당 원장님도 너무 친절하시고 직원분들도 친절하셔서 좋았습니다,5,1,,,2019.08.05,llqu****,라임나무치과병원,라임나무치과병원,,false,교정 담당 원장님도 너무 친절하시고 직원분들도 친절하셔서 좋았습니다,
238677,5996459,언제나 인사로 반겨주시는 스텝분들과 의사쌤들이 있어서 넘 좋아요. 서비스 굿~~^^ 봉사활동도 넘 좋아보여요. 진짜 사회공헌은 이런것.,5,1,,,2019.07.23,ghdd****,라임나무치과병원,라임나무치과병원,,false,언제나 인사로 반겨주시는 스텝분들과 의사쌤들이 있어서 넘 좋아요. 서비스 굿~~^^ 봉사활동도 넘 좋아보여요. 진짜 사회공헌은 이런것.,
238677,5158019,교정진료때매 매번가는데 다들 친절하시고 깔끔합니다,5,1,,,2019.05.22,7076****,라임나무치과병원,라임나무치과병원,,false,교정진료때매 매번가는데 다들 친절하시고 깔끔합니다,
238677,5161190,선생님들 모두 친절하고 병원도 깔끔해서 좋아요 :),5,1,,,2019.05.22,meng****,라임나무치과병원,라임나무치과병원,,false,선생님들 모두 친절하고 병원도 깔끔해서 좋아요 :),
238677,5311997,"교정진료 때문에 매달 가는데 예약 약속 잡고가면 거의 대기없이 바로 진료볼수있어서 너무 좋고 안내도 친절하게 잘해주시고
항상 불편한점 없는지 물어봐주셔서 좋아요~
궁금한거 물어보면 자세히 답변도 해주시고
진행과정도 설명해주셔서 걱정없이 잘 받고있습니다 :)",5,1,,,2019.05.22,wbsl****,라임나무치과병원,라임나무치과병원,,false,"교정진료 때문에 매달 가는데 예약 약속 잡고가면 거의 대기없이 바로 진료볼수있어서 너무 좋고 안내도 친절하게 잘해주시고
항상 불편한점 없는지 물어봐주셔서 좋아요~
궁금한거 물어보면 자세히 답변도 해주시고
진행과정도 설명해주셔서 걱정없이 잘 받고있습니다 :)",
238677,5158270,"엘레베이터 내리자마자 친절하게 인사해주시는것도 기분 좋아지고, 원장선생님 진료도 정말 좋아요! 네이버 예약으로 하니까 모리 알람도 떠서 기억하기도 좋았어요~",5,1,,,2019.05.22,sjha****,라임나무치과병원,라임나무치과병원,,false,"엘레베이터 내리자마자 친절하게 인사해주시는것도 기분 좋아지고, 원장선생님 진료도 정말 좋아요! 네이버 예약으로 하니까 모리 알람도 떠서 기억하기도 좋았어요~",
238677,5151339,너무 좋았어요 ~ 친절하게  잘해주셨어요 ~^^*,5,1,,,2019.05.21,sojo****,라임나무치과병원,라임나무치과병원,,false,너무 좋았어요 ~ 친절하게  잘해주셨어요 ~^^*,
238677,5152189,교정한지 일년 ...만족하고 있어요,5,1,,,2019.05.21,jade****,라임나무치과병원,라임나무치과병원,,false,교정한지 일년 ...만족하고 있어요,
238677,5110401,항상 친절하게 안내해주시고 너무 좋습니다ㅠㅠ 시간 변동이 항상 많았는데도 불구하고 잘해주셔서 감사해요?? 앞으로도 잘 부탁드려요 ㅎㅎ,5,1,,,2019.05.17,o_o2****,라임나무치과병원,라임나무치과병원,,false,항상 친절하게 안내해주시고 너무 좋습니다ㅠㅠ 시간 변동이 항상 많았는데도 불구하고 잘해주셔서 감사해요?? 앞으로도 잘 부탁드려요 ㅎㅎ,
