bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
192151,7590407,"예약하고 가서 대기도 없고 
의사선생님도 넘 친절해서 좋았어요",5,1,,,2019.11.09,hjhj****,일반진료,목동수치과의원,,false,"예약하고 가서 대기도 없고 
의사선생님도 넘 친절해서 좋았어요"
192151,7351334,항상 친절하시구 좋아요??,5,1,,,2019.10.23,sun1****,일반진료,목동수치과의원,,false,항상 친절하시구 좋아요??
192151,7140580,깨끗한 시설과 의사선생님의 친절한 설명으로 매우 좋았습니다.,5,1,,,2019.10.07,ppan****,일반진료,목동수치과의원,,false,깨끗한 시설과 의사선생님의 친절한 설명으로 매우 좋았습니다.
192151,6906631,예약시간에 맞춰 기다림 없이 진료 받아 좋았습니다. 모든 의료진 분들이 친절하시고 과도한 치료 권유가 없고 치료 계획에 대한 현실적인 조언을 해부셔서 너무 마음에 들었습니다.,5,1,,,2019.09.21,kyou****,일반진료,목동수치과의원,,false,예약시간에 맞춰 기다림 없이 진료 받아 좋았습니다. 모든 의료진 분들이 친절하시고 과도한 치료 권유가 없고 치료 계획에 대한 현실적인 조언을 해부셔서 너무 마음에 들었습니다.
192151,6531029,친절하시고 설명도 잘해주시고 무리하게 치료하지도 않으시고 병원도 깨끗하고 예약한 시간대로 빨리 받을 수 있었어요,5,1,,,2019.08.24,kong****,일반진료,목동수치과의원,,false,친절하시고 설명도 잘해주시고 무리하게 치료하지도 않으시고 병원도 깨끗하고 예약한 시간대로 빨리 받을 수 있었어요
192151,6528552,"스케일링 받으러 방문했어요
다들 기본적으로 친절하신데
스케일링할때 잇몸쪽 가까운곳도 하셔서 너무아팠어요.. 끝나고보니 피가.. ㅜㅜ
아픈티를 냈는데 계속 아프게하시더라구요..
재방문은 좀 고려 해봐야할것같아요..",3,1,,,2019.08.24,sec0****,일반진료,목동수치과의원,,false,"스케일링 받으러 방문했어요
다들 기본적으로 친절하신데
스케일링할때 잇몸쪽 가까운곳도 하셔서 너무아팠어요.. 끝나고보니 피가.. ㅜㅜ
아픈티를 냈는데 계속 아프게하시더라구요..
재방문은 좀 고려 해봐야할것같아요.."
192151,6412265,원장님의 친절하고 자세한 설명과 정직한 진료비가  좋았습니다.,5,1,,,2019.08.17,gurt****,일반진료,목동수치과의원,,false,원장님의 친절하고 자세한 설명과 정직한 진료비가  좋았습니다.
192151,6072447,"시설, 사람 모두 좋은 것 같습니다. 상태에 대해 자세하게 설명해주셔서 만족합니다.",5,1,,,2019.07.30,kydb****,일반진료,목동수치과의원,,false,"시설, 사람 모두 좋은 것 같습니다. 상태에 대해 자세하게 설명해주셔서 만족합니다."
192151,5542013,친절하시고 과잉진료 없어용! 우리 동네에 이런 치과가 있어서 너무조아용,5,1,,,2019.06.22,hell****,일반진료,목동수치과의원,,false,친절하시고 과잉진료 없어용! 우리 동네에 이런 치과가 있어서 너무조아용
192151,5425415,편안히 진료 잘 받고 왔습니다!,5,1,,,2019.06.11,zziz****,일반진료,목동수치과의원,,false,편안히 진료 잘 받고 왔습니다!
