bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,replyRegDate,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
209074,7756483,"친절한 진료 감사합니다
회사 근처여서 방문했는데 상태에 대해 설명도 자세히 해주시고 진료하면서도 아프지않게 잘해주셨답니다",5,1,앞으로도 항상 정성을 다하고 결과에 만족할수있는 병원이 되겠습니다.그리고 불편함이 없는 치료와 신뢰감이있는 진료에 노력하겠습니다. 감사합니다.,2019.11.22 10:22:44,,2019.11.21,dhwn****,스카이치과예약시스템,스카이치과의원,,false,"친절한 진료 감사합니다
회사 근처여서 방문했는데 상태에 대해 설명도 자세히 해주시고 진료하면서도 아프지않게 잘해주셨답니다"
209074,7731713,간호사분들도 친절하고 의사쌤도 친절하세요!,5,1,앞으로도 항상 정성을 다하고 결과에 만족할수있는 병원이 되겠습니다.그리고 불편함이 없는 치료와 신뢰감이있는 진료에 노력하겠습니다. 감사합니다.,2019.11.20 13:01:43,,2019.11.19,bana****,스카이치과예약시스템,스카이치과의원,,false,간호사분들도 친절하고 의사쌤도 친절하세요!
209074,7732435,"최고입니다.
사랑니 발치 과정에서 좀 불편했지만 매복된 상황이니 어쩔 수 없는 부분인데도 불구하고 아프다고 느끼지 않았습니다.

대학병원까지 안 가도 잘 뽑아주는 곳은 몇 없다고 하는데 여긴 그냥 무조건 추천드립니다.",5,1,앞으로도 항상 정성을 다하고 결과에 만족할수있는 병원이 되겠습니다.그리고 불편함이 없는 치료와 신뢰감이있는 진료에 노력하겠습니다. 감사합니다.,2019.11.20 13:01:42,,2019.11.19,kswj****,스카이치과예약시스템,스카이치과의원,,false,"최고입니다.
사랑니 발치 과정에서 좀 불편했지만 매복된 상황이니 어쩔 수 없는 부분인데도 불구하고 아프다고 느끼지 않았습니다.

대학병원까지 안 가도 잘 뽑아주는 곳은 몇 없다고 하는데 여긴 그냥 무조건 추천드립니다."
209074,7644644,여기정말좋아요 친절하구 뚝딱뚝딱 ㅠㅠ완전강추해욤 !!!!!,5,1,앞으로도 항상 정성을 다하고 결과에 만족할수있는 병원이 되겠습니다.그리고 불편함이 없는 치료와 신뢰감이있는 진료에 노력하겠습니다. 감사합니다.,2019.11.14 11:06:07,,2019.11.13,kcha****,스카이치과예약시스템,스카이치과의원,,false,여기정말좋아요 친절하구 뚝딱뚝딱 ㅠㅠ완전강추해욤 !!!!!
209074,7644218,"친철한 진료와 설명 감사합니다!!
항상 이용하고 있는데 치과가 멀어도 오게 되네요",5,1,앞으로도 항상 정성을 다하고 결과에 만족할수있는 병원이 되겠습니다.그리고 불편함이 없는 치료와 신뢰감이있는 진료에 노력하겠습니다. 감사합니다.,2019.11.14 11:06:03,,2019.11.13,qorc****,스카이치과예약시스템,스카이치과의원,,false,"친철한 진료와 설명 감사합니다!!
항상 이용하고 있는데 치과가 멀어도 오게 되네요"
209074,7635111,"치과가기 정말 무서운 저를 잘 챙겨주셨어요
설명도 친절하게해주셨구요  
 잘 치료가 되었으면 좋겠어요
안아프게 ^^",5,1,앞으로도 항상 정성을 다하고 결과에 만족할수있는 병원이 되겠습니다.그리고 불편함이 없는 치료와 신뢰감이있는 진료에 노력하겠습니다. 감사합니다.,2019.11.13 14:29:37,,2019.11.12,juli****,스카이치과예약시스템,스카이치과의원,,false,"치과가기 정말 무서운 저를 잘 챙겨주셨어요
설명도 친절하게해주셨구요  
 잘 치료가 되었으면 좋겠어요
안아프게 ^^"
209074,7569718,언제나 친절하고 치료를 잘해주십니다,5,1,앞으로도 항상 정성을 다하고 결과에 만족할수있는 병원이 되겠습니다.그리고 불편함이 없는 치료와 신뢰감이있는 진료에 노력하겠습니다. 감사합니다.,2019.11.11 10:27:02,,2019.11.08,silv****,스카이치과예약시스템,스카이치과의원,,false,언제나 친절하고 치료를 잘해주십니다
209074,7533477,"친절하고 좋습니다
다만 손님이 많아 좀 기다릴수 있어요",5,1,앞으로도 항상 정성을 다하고 결과에 만족할수있는 병원이 되겠습니다.그리고 불편함이 없는 치료와 신뢰감이있는 진료에 노력하겠습니다. 감사합니다.,2019.11.06 10:14:03,,2019.11.05,fiat****,스카이치과예약시스템,스카이치과의원,,false,"친절하고 좋습니다
다만 손님이 많아 좀 기다릴수 있어요"
209074,7527187,"원장님께서 치아 봐주셨는데, 치수염 치료 금방 잘 해주셨습니다. 다른 치과에서 발견하지 못한 치수염이었는데 원장님의 엄청난 내공이 느껴졌습니다. 신경치료 마지막까지 잘 받겠습니다.",5,1,앞으로도 항상 정성을 다하고 결과에 만족할수있는 병원이 되겠습니다.그리고 불편함이 없는 치료와 신뢰감이있는 진료에 노력하겠습니다. 감사합니다.,2019.11.06 10:14:01,,2019.11.04,tokk****,스카이치과예약시스템,스카이치과의원,,false,"원장님께서 치아 봐주셨는데, 치수염 치료 금방 잘 해주셨습니다. 다른 치과에서 발견하지 못한 치수염이었는데 원장님의 엄청난 내공이 느껴졌습니다. 신경치료 마지막까지 잘 받겠습니다."
209074,7471714,친절하시고 좋았습니당,5,1,앞으로도 항상 정성을 다하고 결과에 만족할수있는 병원이 되겠습니다.그리고 불편함이 없는 치료와 신뢰감이있는 진료에 노력하겠습니다. 감사합니다.,2019.11.04 10:09:33,,2019.11.01,kkkk****,스카이치과예약시스템,스카이치과의원,,false,친절하시고 좋았습니당
