bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
182646,7429112,"예약시간에 맞춰서 갔음에도 좀 기다렸어요..
그것만 빼면 만족할 서비스였어요",4,1,,,2019.10.29,hane****,광진탑치과,광진탑치과의원,,false,"예약시간에 맞춰서 갔음에도 좀 기다렸어요..
그것만 빼면 만족할 서비스였어요"
182646,7369650,너무 친절하고 자세히 설명해주세요~,5,1,,,2019.10.25,junl****,광진탑치과,광진탑치과의원,,false,너무 친절하고 자세히 설명해주세요~
182646,6928576,꼼꼼히 잘봐주셔서 만족합니다~스케일링도안아프게해주셨어요^^,5,1,,,2019.09.23,song****,광진탑치과,광진탑치과의원,,false,꼼꼼히 잘봐주셔서 만족합니다~스케일링도안아프게해주셨어요^^
182646,6581661,스케일링했는데 꼼꼼히해주시는게 느껴져서 좋았어요^^,5,1,,,2019.08.27,hi1h****,광진탑치과,광진탑치과의원,,false,스케일링했는데 꼼꼼히해주시는게 느껴져서 좋았어요^^
182646,6391233,친절하게 대해주시고 꼼꼼하게 치료해주셔서 좋았어요. 특히 기존 치아의 수명을 우선으로 해서 무리하게 치료 권하지 않으셔서 믿음이 갑니다. 아이도 만화보며 편한 분위기에서 진료 받았어요.,5,1,,,2019.08.16,pjy9****,광진탑치과,광진탑치과의원,,false,친절하게 대해주시고 꼼꼼하게 치료해주셔서 좋았어요. 특히 기존 치아의 수명을 우선으로 해서 무리하게 치료 권하지 않으셔서 믿음이 갑니다. 아이도 만화보며 편한 분위기에서 진료 받았어요.
182646,6127036,너어무 편안하게 했어요^.^,5,1,,,2019.08.02,ailc****,광진탑치과,광진탑치과의원,,false,너어무 편안하게 했어요^.^
182646,5990222,모든 직원들이 친절하시고 선생님도 설명도 잘해주시고 남편소개로 첫방문이었는데 넘 만족해요,4,1,,,2019.07.25,kimy****,광진탑치과,광진탑치과의원,,false,모든 직원들이 친절하시고 선생님도 설명도 잘해주시고 남편소개로 첫방문이었는데 넘 만족해요
182646,5906677,편안한 분위기 너무 좋았습니다,5,1,,,2019.07.19,vava****,광진탑치과,광진탑치과의원,,false,편안한 분위기 너무 좋았습니다
182646,5692490,"예약시간에 맞게 진료도 보고 친절한 설명으로
기분좋게 스켈링하고 왔어요. 비록 치아 견적은 많이 나왔지만
하나씩 치료해야겠어요",5,1,,,2019.07.03,leej****,광진탑치과,광진탑치과의원,,false,"예약시간에 맞게 진료도 보고 친절한 설명으로
기분좋게 스켈링하고 왔어요. 비록 치아 견적은 많이 나왔지만
하나씩 치료해야겠어요"
182646,5845649,조용하고 깔끔한 분위기에 합리적인 가격으로 치료받았어요,4,1,,,2019.06.25,seol****,광진탑치과,광진탑치과의원,,false,조용하고 깔끔한 분위기에 합리적인 가격으로 치료받았어요
182646,5259942,"네이버 예약으로 방문하게 됐는데, 예약시간에바로 진료할 수 있게 해주셨어요. 스케일링 전후 사진 촬영으로 눈으로 확인하게 해주셨고, 힘들거나 아프지 않고 편히 진료했어요. 
선생님이 차분하게 진료내용을 잘 알려주셔서
좋았어요. 다음에도 또 방문하려구요",5,1,,,2019.05.31,suri****,광진탑치과,광진탑치과의원,,false,"네이버 예약으로 방문하게 됐는데, 예약시간에바로 진료할 수 있게 해주셨어요. 스케일링 전후 사진 촬영으로 눈으로 확인하게 해주셨고, 힘들거나 아프지 않고 편히 진료했어요. 
선생님이 차분하게 진료내용을 잘 알려주셔서
좋았어요. 다음에도 또 방문하려구요"
182646,4814401,"아이랑 갈때도 그렇지만
항상 친절하셔요
스케일링도 아프지않게 잘 받았어요^^",5,1,,,2019.04.24,bora****,광진탑치과,광진탑치과의원,,false,"아이랑 갈때도 그렇지만
항상 친절하셔요
스케일링도 아프지않게 잘 받았어요^^"
182646,4946519,"선생님이 친절하고 꼼꼼해요
보통 타 치과는 예약을 해도 한참을 기다려야 하는데
시간에 맞춰 진료해주시고  환자 입장에서 어떻게 치료 하는게 좋은지 진료도 꼭 필요하다 싶은 부분만 말씀 해주시면서 환자입장에서 먼저 생각 해주셔서 너무 좋았어요
치료도 잘 받고 치료받은 치아 문제 없이 식사도 잘하고 있습니다~",4,1,,,2019.04.22,hl97****,광진탑치과,광진탑치과의원,,false,"선생님이 친절하고 꼼꼼해요
보통 타 치과는 예약을 해도 한참을 기다려야 하는데
시간에 맞춰 진료해주시고  환자 입장에서 어떻게 치료 하는게 좋은지 진료도 꼭 필요하다 싶은 부분만 말씀 해주시면서 환자입장에서 먼저 생각 해주셔서 너무 좋았어요
치료도 잘 받고 치료받은 치아 문제 없이 식사도 잘하고 있습니다~"
182646,4612346,"역시 갈때마다 친절합니다!
 꼼꼼한 진료와 자세한 설명까지,
완전 여기치과는 만족하며 다닙니다",5,1,,,2019.04.01,hyh2****,광진탑치과,광진탑치과의원,,false,"역시 갈때마다 친절합니다!
 꼼꼼한 진료와 자세한 설명까지,
완전 여기치과는 만족하며 다닙니다"
182646,4433411,"예약이 꽉차있어 예약하기힘들지만
친절하시고 사진으로 설명도 해주셔서 좋았습니다",5,1,,,2019.03.12,dltn****,광진탑치과,광진탑치과의원,,false,"예약이 꽉차있어 예약하기힘들지만
친절하시고 사진으로 설명도 해주셔서 좋았습니다"
182646,4572795,두번째 방문입니다. 예약이 어려운 이유가 있는 것 같아요. 친절하고 꼼꼼하게 잘 봐주시고 궁금한 점이 있는지도 먼저 물어봐주세요. 치위생사님도 실력이 좋으시구요. 이사가지 않으면 계속 다닐 겁니다.,5,1,,,2019.03.20,tiar****,광진탑치과,광진탑치과의원,,false,두번째 방문입니다. 예약이 어려운 이유가 있는 것 같아요. 친절하고 꼼꼼하게 잘 봐주시고 궁금한 점이 있는지도 먼저 물어봐주세요. 치위생사님도 실력이 좋으시구요. 이사가지 않으면 계속 다닐 겁니다.
182646,4066530,치료비가 저렴한편은 아니나 과잉진료 없고 친절하세요.,5,1,,,2019.02.01,lucy****,광진탑치과,광진탑치과의원,,false,치료비가 저렴한편은 아니나 과잉진료 없고 친절하세요.
182646,3983486,원장님께서 아이들도 노련하게 봐주셔서 두 아이 진효 잘 받고 왔네요. 2월말까지 불소도포 5000원 이벤트가 있어서 얼른했어요.,5,1,,,2019.01.21,inja****,광진탑치과,광진탑치과의원,,false,원장님께서 아이들도 노련하게 봐주셔서 두 아이 진효 잘 받고 왔네요. 2월말까지 불소도포 5000원 이벤트가 있어서 얼른했어요.
182646,3983471,스케일링 꼼꼼히 해주시고 상담도 친절하게 받고 다음 예약잡고 왔습니다.,5,1,,,2019.01.21,inja****,광진탑치과,광진탑치과의원,,false,스케일링 꼼꼼히 해주시고 상담도 친절하게 받고 다음 예약잡고 왔습니다.
