bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,replyRegDate,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
45229,7562152,"인비절라인 이제 끝이 보이네요:)
잘 마무리되고 있는거 같아 넘넘 감사드립니다!",5,1,감사합니다^0^ 끝까지 장치 잘 착용해주세요! 다음 내원 때 뵙겠습니다~,2019.11.11 12:39:39,,2019.11.08,hycw****,인비절라인 Premium Elite 등급 병원,양지바른치과의원,,false,"인비절라인 이제 끝이 보이네요:)
잘 마무리되고 있는거 같아 넘넘 감사드립니다!"
45229,7321507,이번에도 치료 감사히 잘받고 갑니다~~,5,1,감사합니다^^ 계속해서 수준 높고 편안하며 정직한 의료 서비스를 약속드립니다!,2019.10.23 10:14:56,,2019.10.19,clou****,예방/일반진료,양지바른치과의원,,false,이번에도 치료 감사히 잘받고 갑니다~~
45229,6336863,"감사히 치료 잘받고 갑니다!!!
다른곳에서 눈탱이 맞을뻔했네욬ㅋㅋ",5,1,감사합니다^.^ 6개월 뒤 정기검진때 뵙겠습니다~,2019.08.20 09:34:55,,2019.08.16,7rha****,검진 등 스켈링,양지바른치과의원,,false,"감사히 치료 잘받고 갑니다!!!
다른곳에서 눈탱이 맞을뻔했네욬ㅋㅋ"
45229,6094735,스켈링 잘받았습니다~,5,1,감사합니다^^ 불편하신 부분 있으면 언제든지 내원해주세요!,2019.08.14 09:44:12,,2019.07.31,resj****,검진 등 스켈링,양지바른치과의원,,false,스켈링 잘받았습니다~
45229,6175298,서비스 만족합니다.,5,1,감사합니다^^ 계속해서 수준 높고 편안하며 정직한 의료 서비스를 약속드립니다!,2019.08.14 09:45:59,,2019.07.26,gta1****,검진 등 스켈링,양지바른치과의원,,false,서비스 만족합니다.
45229,5773592,다들 너무 친절하게 잘 해주셨어요 !,5,1,감사합니다^^ 계속해서 치아 관리 잘해주세요~ 불편하신 부분 있으면 언제든지 내원해주세요!,2019.07.22 15:36:02,,2019.07.09,heey****,검진 등 스켈링,양지바른치과의원,,false,다들 너무 친절하게 잘 해주셨어요 !
45229,5418368,모두 친절하십니다,5,1,감사합니다^.^ 6개월 뒤 정기검진때 뵙겠습니다~,2019.06.26 14:09:15,,2019.06.11,chin****,검진 등 스켈링,양지바른치과의원,,false,모두 친절하십니다
45229,5197214,친절하고 만족합니다,4,1,감사합니다^.^ 정기검진때 뵙겠습니다.,2019.06.05 09:44:47,,2019.05.25,carr****,검진 등 스켈링,양지바른치과의원,,false,친절하고 만족합니다
45229,4433143,"데스크 직원분들도 친절하시고, 진료실 선생님도 꼼꼼히 진료 봐주셨어요.
치과를 너무 오랫만에 가서 아플까봐 걱정했는데..... 원장님께서 세심하게 진료봐주셔서 다행히 진료 잘 마칠 수 있었어요 ㅠㅠ
너무 감사합니다~!",5,1,감사합니다^.^ 다음 내원일까지 치아관리 잘 하시고 정기검진때 뵙겠습니다.,2019.03.19 10:25:50,,2019.03.12,gong****,라미네이트4.0 1day,양지바른치과의원,,false,"데스크 직원분들도 친절하시고, 진료실 선생님도 꼼꼼히 진료 봐주셨어요.
치과를 너무 오랫만에 가서 아플까봐 걱정했는데..... 원장님께서 세심하게 진료봐주셔서 다행히 진료 잘 마칠 수 있었어요 ㅠㅠ
너무 감사합니다~!"
45229,4360539,라미네이트 상담했습니다. 주변에서 부작용이 생겼다는 말이 많아서 걱정도 많이 했었는데 담당원장님께서 삭제량 때문에 그런거라고 안심시켜주셨어요. 그리고 색이랑 모양이랑 웃는모양까지 미리 시뮬레이션 해서 보여주셔서 마음에 들지 않는 부분 사전에 미리 상담하니까 더 좋았던 것 같아요.,5,1,"이제 환하게 웃으실 수 있다고 좋아하셔서 저희도 행복했습니다. 
정기검진때 뵙겠습니다^.^ ",2019.03.07 11:05:03,,2019.02.25,raan****,라미네이트4.0 1day,양지바른치과의원,,false,라미네이트 상담했습니다. 주변에서 부작용이 생겼다는 말이 많아서 걱정도 많이 했었는데 담당원장님께서 삭제량 때문에 그런거라고 안심시켜주셨어요. 그리고 색이랑 모양이랑 웃는모양까지 미리 시뮬레이션 해서 보여주셔서 마음에 들지 않는 부분 사전에 미리 상담하니까 더 좋았던 것 같아요.
45229,3878297,깨끗하고 모든 분들이 친절하십니다 :),5,1,감사합니다^.^ 정기검진때 뵙겠습니다.,2019.01.21 17:44:43,,2019.01.08,pres****,검진 등 스켈링,양지바른치과의원,,false,깨끗하고 모든 분들이 친절하십니다 :)
45229,3396713,스케일링이랑 전체적으로 검진 받았눈데 제가다닌 치과중에 제일 괜찮았어요!,5,1,감사합니다^^ 치료마무리까지 정성을 다하겠습니다 ~ ,2018.11.19 11:51:57,,2018.11.03,mall****,검진 등 스켈링,양지바른치과의원,,false,스케일링이랑 전체적으로 검진 받았눈데 제가다닌 치과중에 제일 괜찮았어요!
45229,3418599,"친절하고 좋아요 예약하고 방문하는게
좋아요",4,1,감사합니다^^ 다음약속일에 뵙겠습니다. ,2018.11.19 11:53:30,,2018.11.03,swee****,검진 등 스켈링,양지바른치과의원,,false,"친절하고 좋아요 예약하고 방문하는게
좋아요"
45229,2496341,미백 치료 받았는데 만족도 높아요.,5,1,감사합니다^^ 정기적으로 체크받으실 때 미백도 같이 체크해드리겠습니다^^ ,2018.08.21 12:13:20,,2018.06.18,juli****,검진 등 스켈링,양지바른치과의원,,false,미백 치료 받았는데 만족도 높아요.
45229,2485313,"친절하고 시설 정말 좋아요.
상담도 부담되지않게 잘 해주셨어요.
또 가겠습니다",4,1,부담되지 않고 편하게 꼭 필요한 치료는 받으실 수 있도록 도와드리고 있습니다^^ 정기체크도 꼭 받으셔야해요~ ,2018.08.21 12:12:24,,2018.06.18,cnut****,검진 등 스켈링,양지바른치과의원,,false,"친절하고 시설 정말 좋아요.
상담도 부담되지않게 잘 해주셨어요.
또 가겠습니다"
45229,2445446,"선생님 간호조무사님들 무두 친절하셨어요.
깔끔하고 청결한 분위기 그리고 자세한 설명 후 치료 덕분에 기분좋았답니다. 계속 다닐예정이에요.
더욱 번창하시길. . .",4,1,안녕하세요^^ 저희 양지바른치과는 모두 치과위생사 선생님들로 안심하고 진료 받으셔도 됩니다 ^.^  자주 뵙겠습니다~ ,2018.08.21 12:11:47,,2018.06.11,cnut****,검진 등 스켈링,양지바른치과의원,,false,"선생님 간호조무사님들 무두 친절하셨어요.
깔끔하고 청결한 분위기 그리고 자세한 설명 후 치료 덕분에 기분좋았답니다. 계속 다닐예정이에요.
더욱 번창하시길. . ."
45229,2346097,나쁘지는 않은 것 같아요 과잉 진료도 적은것 같구요.,4,1,안녕하세요^^ 꼭 필요한 진료만 진행하고 있습니다~ 정기체크 받으러 내원하시면 뵙겠습니다^.^,2018.08.21 12:10:32,,2018.05.29,agaa****,검진 등 스켈링,양지바른치과의원,,false,나쁘지는 않은 것 같아요 과잉 진료도 적은것 같구요.
45229,2340709,사랑니때문애 고민인대 바로뽑아줘서 너무좋았어요,5,1,안녕하세요^^ 정기적으로 체크 받으러 내원하세요^^ ,2018.08.21 12:09:38,,2018.05.28,tjgu****,검진 등 스켈링,양지바른치과의원,,false,사랑니때문애 고민인대 바로뽑아줘서 너무좋았어요
