bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,replyRegDate
240140,7745194,빠르고 친절해요,4,1,,,2019.11.20,ssun****,치과예약,연세파미에치과의원,,false,빠르고 친절해요,
240140,6588100,친절하십니다,5,1,너무 감사드려요! 정기적으로 방문해주세요^^,,2019.08.20,jury****,치과예약,연세파미에치과의원,,false,친절하십니다,2019.09.09 21:42:41
240140,6231076,꼼꼼하고 전문적인 세심한 검진까지 해주셔서 만족스러웠니다.,5,1,감사합니다^^ 다음에 또 방문해주세요!,,2019.08.07,yeoj****,치과예약,연세파미에치과의원,,false,꼼꼼하고 전문적인 세심한 검진까지 해주셔서 만족스러웠니다.,2019.09.09 21:42:26
240140,5757761,데스크에 윤하닮은 언니 전국에서 젤 친절하고 말도 넘 예뿌게 하십니다...이사해도 이 치과로 가것서요,5,1,너무 감사드려요 ㅎㅎ 하하 윤하라니 과찬이십니다^^,,2019.06.22,sole****,치과예약,연세파미에치과의원,,false,데스크에 윤하닮은 언니 전국에서 젤 친절하고 말도 넘 예뿌게 하십니다...이사해도 이 치과로 가것서요,2019.07.09 20:29:10
240140,5423917,상담만받고왔는데 친절하고 잘알려주셔서 다음예약도바로잡고왔어요 감사합니다,5,1,곧 교정 시작이예요! 치아가 가지런해 질 준비 되셨나요?ㅎㅎ,,2019.06.11,wodl****,치과예약,연세파미에치과의원,,false,상담만받고왔는데 친절하고 잘알려주셔서 다음예약도바로잡고왔어요 감사합니다,2019.06.14 09:47:43
240140,5423892,시설도 정말좋고 상담친철하게해주셔서 잘다녀왔어요,5,1,믿고 방문해주셔서 감사합니다. 저희 병원을 널리널리 알려주세요!,,2019.06.11,baej****,치과예약,연세파미에치과의원,,false,시설도 정말좋고 상담친철하게해주셔서 잘다녀왔어요,2019.06.14 09:48:14
240140,5436263,"이 흔들려서 치과를 처음 방문했는데 상담도 엄청 꼼꼼하게 해주시고 치료할때도 사소한것까지 배려해주셔서 편안하게 치료 받고 왓습니다! 
마취할때만 따끔하고 치료하는동안에는 꽤 참을만 했어요",5,1,좋은 리뷰 감사드립니다. 주기적인 방문 꼭 해주시길 바래요!,,2019.06.12,rjtk****,치과예약,연세파미에치과의원,,false,"이 흔들려서 치과를 처음 방문했는데 상담도 엄청 꼼꼼하게 해주시고 치료할때도 사소한것까지 배려해주셔서 편안하게 치료 받고 왓습니다! 
마취할때만 따끔하고 치료하는동안에는 꽤 참을만 했어요",2019.06.14 09:46:39
240140,5436297,"이가 점점 누래지는 것같아서 미백이 절실히 필요했는데 ..
다른곳은 너무 막 해주니까 아프고 상처나고 하는데
여기 선생님은 꼼꼼하게 잘해주세요!
하나도 안아팠어요 ㅎ",5,1,믿고 방문해주셔서 감사합니다 ^^,,2019.06.11,sang****,치과예약,연세파미에치과의원,,false,"이가 점점 누래지는 것같아서 미백이 절실히 필요했는데 ..
다른곳은 너무 막 해주니까 아프고 상처나고 하는데
여기 선생님은 꼼꼼하게 잘해주세요!
하나도 안아팠어요 ㅎ",2019.06.14 09:45:46
240140,5436280,"어릴 때 치과에 대한 안좋은 기억이 있어서 치료받을 때 긴장을 많이했는데 긴장 안 해도 된다고 괜찮다고 계속 달래주셔서 너무 감사했어요ㅜ
투명교정 했는데 불편함은 없었고 결과도 성공적이라 너무 마음에 듭니다!
친구들이 멀리서 보면 교정한줄 모르겠다고 해서 더 좋아요 ㅎ",5,1,관리 잘 해주셔야되요^^ 투명교정이라고 교정장치가 있다는 사실 까먹지말기!,,2019.06.11,dltk****,치과예약,연세파미에치과의원,,false,"어릴 때 치과에 대한 안좋은 기억이 있어서 치료받을 때 긴장을 많이했는데 긴장 안 해도 된다고 괜찮다고 계속 달래주셔서 너무 감사했어요ㅜ
투명교정 했는데 불편함은 없었고 결과도 성공적이라 너무 마음에 듭니다!
친구들이 멀리서 보면 교정한줄 모르겠다고 해서 더 좋아요 ㅎ",2019.06.14 09:46:11
240140,5414869,근처에 살아서 이가 너무 아파서 치료받으러 갔는데 엄청 친절하셨어요 !,5,1,"믿고 방문해주셔서 감사드립니다!
다시 뵙는 그날까지^^",,2019.06.11,jung****,치과예약,연세파미에치과의원,,false,근처에 살아서 이가 너무 아파서 치료받으러 갔는데 엄청 친절하셨어요 !,2019.06.12 00:38:49
