bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,replyRegDate
177457,7734656,매우 만족했어요 스케일링을 받으러갔는데 너무나 친절하게 안내해주셨고 충치확인도 해주셔서 너무 감사했어요,5,1,,,2019.11.19,erla****,정직한 진료 바른나무치과,바른나무치과의원,,false,매우 만족했어요 스케일링을 받으러갔는데 너무나 친절하게 안내해주셨고 충치확인도 해주셔서 너무 감사했어요,
177457,7723148,꼼꼼하게 잘해주십니다~,5,1,,,2019.11.19,mmin****,정직한 진료 바른나무치과,바른나무치과의원,,false,꼼꼼하게 잘해주십니다~,
177457,7650387,"친절한 상담 잘 받고 왔습니다.
병원내부도 친환경적인 느낌으로 편안한 분위기였구요.^^",5,1,,,2019.11.14,yeam****,정직한 진료 바른나무치과,바른나무치과의원,,false,"친절한 상담 잘 받고 왔습니다.
병원내부도 친환경적인 느낌으로 편안한 분위기였구요.^^",
177457,7617323,"다른분들의 리뷰를 통해서도 알수 있듯이 바른나무치과는 친절함으로 중무장한 치과입니다.이번에 제가 임플란트 수술을 받으면서 느낀 바도 다른분들의 평가와 다르지 않습니다. 원장님의 친절함, 환자에 대한 애정, 전문성, 배려, 세심함에 감동했습니다. 임플란트 수술 결과도 너무 만족합니다. 감사해요~",5,1,,,2019.11.09,seya****,정직한 진료 바른나무치과,바른나무치과의원,,false,"다른분들의 리뷰를 통해서도 알수 있듯이 바른나무치과는 친절함으로 중무장한 치과입니다.이번에 제가 임플란트 수술을 받으면서 느낀 바도 다른분들의 평가와 다르지 않습니다. 원장님의 친절함, 환자에 대한 애정, 전문성, 배려, 세심함에 감동했습니다. 임플란트 수술 결과도 너무 만족합니다. 감사해요~",
177457,7436826,재교정으로 처음 방문하였는데  친절하게  설명도  잘해주어서 좋아었요   교정을 다시 시작한 만큼.잘 부탁드려요,5,1,,,2019.10.29,ohjc****,정직한 진료 바른나무치과,바른나무치과의원,,false,재교정으로 처음 방문하였는데  친절하게  설명도  잘해주어서 좋아었요   교정을 다시 시작한 만큼.잘 부탁드려요,
177457,7434979,정말 친절한 설명과 필요한 적절한 진료만 해주시고 정직하고 깔끔한 진료가 너무 좋았습니다. 정말 치과선택이 제일 어려운데 앞으로는 고민할 필요 없이 바른나무치과입니다. 좋아요~ 소문내려구요.,5,1,김**님 방문해주셔서 감사합니다 치료 받고 계신데는 괜찮으신지요 무서운 치과치료 잘 참아주셔서 감사합니다^^ ,,2019.10.28,jasm****,정직한 진료 바른나무치과,바른나무치과의원,,false,정말 친절한 설명과 필요한 적절한 진료만 해주시고 정직하고 깔끔한 진료가 너무 좋았습니다. 정말 치과선택이 제일 어려운데 앞으로는 고민할 필요 없이 바른나무치과입니다. 좋아요~ 소문내려구요.,2019.11.08 18:38:35
177457,7067903,"병원 원장님을 비롯해서 모든 선생님들이 친절하시고, 치료과정과 비용 등 자세히알려주시고, 환자입장에서 잘알려주시고, 안심되게해주셔서 마음이 놓였습니다. 병원 슬로건(?), 원장님 운영철학처럼 진정성이 느껴지는 병원이었어요. 그래서, 저희동네 다니던 병원이 아닌, 여기서 치료받기로 했습니다. 병원 실내도 쾌적하고 따스한분위기인데, 병원에 계신분들때문에 더 그렇게 느껴지는것같습니다",5,1,김**님 오늘 치료가 무사히 완료되셨고 맘에 드신다니 다행이에요^^ 힘든치료과정 잘 참아주셔서 감사합니다 다음 정기점검때 뵐께요^^,,2019.10.04,ssel****,정직한 진료 바른나무치과,바른나무치과의원,,false,"병원 원장님을 비롯해서 모든 선생님들이 친절하시고, 치료과정과 비용 등 자세히알려주시고, 환자입장에서 잘알려주시고, 안심되게해주셔서 마음이 놓였습니다. 병원 슬로건(?), 원장님 운영철학처럼 진정성이 느껴지는 병원이었어요. 그래서, 저희동네 다니던 병원이 아닌, 여기서 치료받기로 했습니다. 병원 실내도 쾌적하고 따스한분위기인데, 병원에 계신분들때문에 더 그렇게 느껴지는것같습니다",2019.11.08 18:39:47
177457,7037499,항상 친절하신 선생님들 감사합니다~!!^^,5,1,좋은 말씀 남겨주셔서 감사합니다^^ 즐거운 주말되세요^^,,2019.10.02,sora****,정직한 진료 바른나무치과,바른나무치과의원,,false,항상 친절하신 선생님들 감사합니다~!!^^,2019.11.08 18:47:39
177457,6960768,"치과 치료가 처음이라 너무 무섭고 낯설었습니다. 

지역자체가 압구정이라서 먼가 비쌀거같은 기분도 들었지만 

너무 아파 회사근처로 내원 하게 되었습니다. 

리뷰를 간간히 보면서 괜찮은 믿음이 들어서 가보았고 

친절한 상담과 안심 할 수있는 치료 와 자세한 설명으로 가길 잘했다는 생각이 들었습니다. 

별점은 5점을 주고싶지만. 5점을 준적이 없어 4점 드립니다. 

앞으로도 리뷰쓴분들 말처럼 친절한 병원이 되시길 바랍니다.",4,1,,,2019.09.26,choi****,정직한 진료 바른나무치과,바른나무치과의원,,false,"치과 치료가 처음이라 너무 무섭고 낯설었습니다. 

지역자체가 압구정이라서 먼가 비쌀거같은 기분도 들었지만 

너무 아파 회사근처로 내원 하게 되었습니다. 

리뷰를 간간히 보면서 괜찮은 믿음이 들어서 가보았고 

친절한 상담과 안심 할 수있는 치료 와 자세한 설명으로 가길 잘했다는 생각이 들었습니다. 

별점은 5점을 주고싶지만. 5점을 준적이 없어 4점 드립니다. 

앞으로도 리뷰쓴분들 말처럼 친절한 병원이 되시길 바랍니다.",
177457,6871191,"치과를 오랜만에 갔는데 정말 친절하시다.

돈을 벌기위해서 친절해보이는게아니라

그냥 의사선생님 인성이 친절하심

간호사분들도 시술선생님들도 다 친절하심",5,1,,,2019.09.19,s960****,정직한 진료 바른나무치과,바른나무치과의원,,false,"치과를 오랜만에 갔는데 정말 친절하시다.

돈을 벌기위해서 친절해보이는게아니라

그냥 의사선생님 인성이 친절하심

간호사분들도 시술선생님들도 다 친절하심",
177457,6854210,선생님들 다들 친절하시고 설명 잘해주셔서 감사합니다 !!,5,1,,,2019.09.17,psv9****,정직한 진료 바른나무치과,바른나무치과의원,,false,선생님들 다들 친절하시고 설명 잘해주셔서 감사합니다 !!,
177457,6769321,빠른 진료에 친절한 설명과 진료도 꼼꼼히 해주셔요,5,1,,,2019.09.10,neko****,정직한 진료 바른나무치과,바른나무치과의원,,false,빠른 진료에 친절한 설명과 진료도 꼼꼼히 해주셔요,
177457,6717621,언제나 친절해요. 환자의 입장에서 진료해주셔요.,5,1,,,2019.09.05,kiss****,정직한 진료 바른나무치과,바른나무치과의원,,false,언제나 친절해요. 환자의 입장에서 진료해주셔요.,
177457,6671658,너무 편하게 진료 잘 받았습니다 ~~,5,1,,,2019.09.02,ejp_****,정직한 진료 바른나무치과,바른나무치과의원,,false,너무 편하게 진료 잘 받았습니다 ~~,
177457,6662765,너무 친절하세요!오랜만에 스케일링 받는거라 걱정했는데 입술쪽이나 잇몸 같은 곳도 안아프고 편안하게 잘 받았어요~!,5,1,,,2019.09.02,yjch****,정직한 진료 바른나무치과,바른나무치과의원,,false,너무 친절하세요!오랜만에 스케일링 받는거라 걱정했는데 입술쪽이나 잇몸 같은 곳도 안아프고 편안하게 잘 받았어요~!,
177457,6611560,과잉진료도 없궁 원장님 짱친절해여 ~!,4,1,,,2019.08.29,dlsp****,정직한 진료 바른나무치과,바른나무치과의원,,false,과잉진료도 없궁 원장님 짱친절해여 ~!,
177457,6587734,첫방문인데 세심하게 검사해주시고 얘기해주셔서 너무 좋았어요,5,1,,,2019.08.28,tlsd****,정직한 진료 바른나무치과,바른나무치과의원,,false,첫방문인데 세심하게 검사해주시고 얘기해주셔서 너무 좋았어요,
177457,6474064,"엄청 만족하고 꼼꼼히 잘해주셔서 좋았어용
가격도 저렴하고 감사합니다^^",5,1,**님 오늘 진료받느라 고생많으셨어요 진료받으신데 빨리 가라앉길 기도하구요 제작 맡긴 크라운은 잘 제작해서 다음에 장착날 뵐께요^^,,2019.08.21,sele****,정직한 진료 바른나무치과,바른나무치과의원,,false,"엄청 만족하고 꼼꼼히 잘해주셔서 좋았어용
가격도 저렴하고 감사합니다^^",2019.08.21 18:23:02
177457,6344590,"직원분들도, 원장선생님도 친절하십니다. 
불필요한 치료 권하지도 않으시네용",5,1,**님 진료받으신데는 괜찮으세요? 잘 관리하셔서 떨어지지않게 하시구요 질긴음식 피해주세요 감사합니다^^,,2019.08.14,ahnn****,정직한 진료 바른나무치과,바른나무치과의원,,false,"직원분들도, 원장선생님도 친절하십니다. 
불필요한 치료 권하지도 않으시네용",2019.08.21 18:24:04
177457,6313057,"오랫만에 하는 스케일링 이라 긴장 하고 갔는데
아프지 않고 친절하게
넘 잘 해 주셨어요 
완전 만족 입니다^^
적극 추천해요~",5,1,**님 좋은말씀 남겨주셔서 감사합니다 다음 정기 스케일링때 꼭 뵐께요^^,,2019.08.12,kjr0****,정직한 진료 바른나무치과,바른나무치과의원,,false,"오랫만에 하는 스케일링 이라 긴장 하고 갔는데
아프지 않고 친절하게
넘 잘 해 주셨어요 
완전 만족 입니다^^
적극 추천해요~",2019.08.21 18:24:46
177457,6248550,꼼꼼하고친절하고과잉진료안하는병원????,5,1,좋은 말씀 남겨주셔서 감사합니다 치료받으신 부위 양치질 꼼꼼히 하셔서 관리잘하시고 오늘도 좋은하루 되세요^^,,2019.08.02,wjdt****,정직한 진료 바른나무치과,바른나무치과의원,,false,꼼꼼하고친절하고과잉진료안하는병원????,2019.08.21 18:25:38
177457,6123413,너무 친절하고 좋아요~~^^,5,1,**님 오늘 진료잘받으셨죠? 딱딱하고 질긴거 조심하시고 정기검진때 뵐께요 좋은하루 되세요~,,2019.08.01,wowz****,정직한 진료 바른나무치과,바른나무치과의원,,false,너무 친절하고 좋아요~~^^,2019.08.21 18:27:22
177457,6074917,조용한 분위기 친절한 서비스 감사합니다.,5,1,답변이 늦었습니다 좋은말씀 남겨주셔서 감사합니다^^ 다음 정기 스케일링때 뵐께요 감사합니다^^,,2019.07.31,hwh1****,정직한 진료 바른나무치과,바른나무치과의원,,false,조용한 분위기 친절한 서비스 감사합니다.,2019.08.21 18:28:18
177457,6074117,"스켈링 받았어요, 신속한 진료, 깔끔한 진료 너무 좋았습니다. 너무 친절하시고요!",5,1,답변이 늦었습니다. 다음 내원시에도 늘 친절하고 안아프고 깔끔한 진료로 보답하겠습니다 오늘도 좋은하루 되세요^^,,2019.07.30,me_u****,정직한 진료 바른나무치과,바른나무치과의원,,false,"스켈링 받았어요, 신속한 진료, 깔끔한 진료 너무 좋았습니다. 너무 친절하시고요!",2019.08.21 18:29:03
177457,5980315,빠르게 치료받고 상담 마쳤어요,4,1,채**님 진료는 잘 받으셨나요? 좋은 칭찬 감사합니다 정기적으로 스케일링 받는부분 잊지마세요^^ ,,2019.07.25,cool****,정직한 진료 바른나무치과,바른나무치과의원,,false,빠르게 치료받고 상담 마쳤어요,2019.07.30 19:08:04
177457,5950805,늘 친절한 의료진!,5,1,**님 칭찬해주셔서 감사합니다 부족한점 없도록 늘 신경쓰겠습니다 불편한점 있으시면 꼭 연락주세요^^,,2019.07.22,kiss****,정직한 진료 바른나무치과,바른나무치과의원,,false,늘 친절한 의료진!,2019.07.30 19:08:34
177457,5763875,"편안한 분위기, 친절하시고 스케일링도 깔끔하게 잘해주시네요! 감사합니다 ??",5,1,**님 스케일링 잘 받으셨다니 다행입니다 좋은 말씀 감사드리구요 앞으로도 늘 편안하게 진료받을 수 있도록 노력하겠습니다^^,,2019.07.09,ekim****,정직한 진료 바른나무치과,바른나무치과의원,,false,"편안한 분위기, 친절하시고 스케일링도 깔끔하게 잘해주시네요! 감사합니다 ??",2019.07.10 18:34:21
177457,5686770,친절하게 상담해주시고 진료 중에도 설명 잘 해 주시네요. 다음에도 방문하겠습니다.,5,1,**님 좋은 말씀 감사드립니다 다음에 또 오셔서 궁금한 점 있으시면 잘 설명해 드릴께요^^ 좋으하루 되세요,,2019.07.03,kyw4****,정직한 진료 바른나무치과,바른나무치과의원,,false,친절하게 상담해주시고 진료 중에도 설명 잘 해 주시네요. 다음에도 방문하겠습니다.,2019.07.10 18:34:54
177457,5497123,"갑자기 이가 너무 아파서 처음으로 검색하고 찾아간곳이 이곳이였는데,
한번도 안가본곳이라 걱정도 되고 했었는데
생각보다 친절하시고 넘 잘대해주셔서 마음이 놓였어요~!
아직남은치료가 있지만 꼼꼼하게 잘 봐주셔서 앞으로도 계속 올것 같아요~!",5,1,**님 진료가 다 끝나셨죠? 다른데도 천천히 오셔서 하나하나 잘 치료받으시구요 치료받은 부분도 잘 관리해주세요 감사합니다^^,,2019.06.18,ssuj****,정직한 진료 바른나무치과,바른나무치과의원,,false,"갑자기 이가 너무 아파서 처음으로 검색하고 찾아간곳이 이곳이였는데,
한번도 안가본곳이라 걱정도 되고 했었는데
생각보다 친절하시고 넘 잘대해주셔서 마음이 놓였어요~!
아직남은치료가 있지만 꼼꼼하게 잘 봐주셔서 앞으로도 계속 올것 같아요~!",2019.07.30 19:09:16
177457,5492192,"정말 거품하나없이 꼼꼼히 정직하게 치료해주시는 곳... 넘 감사합니다~!
이 병원을 알게되어서 치아만큼은 항상 든든해요♡",5,1,김**님 칭찬글 감사합니다 긴 치료동안 힘드셨을텐데 잘 참고 따라와주셔서 저희도 얼마나 감사한줄 모릅니다 이가 약하시니 양치 많이 신경쓰시고 6개월 정기검진 잊지마세요~좋은하루 되세요^^,,2019.06.10,than****,정직한 진료 바른나무치과,바른나무치과의원,,false,"정말 거품하나없이 꼼꼼히 정직하게 치료해주시는 곳... 넘 감사합니다~!
이 병원을 알게되어서 치아만큼은 항상 든든해요♡",2019.07.02 14:52:13
