bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
169699,6595705,스케일링 받았는데요 선생님도 친절하시고  좋습니다.  지난 겨울에는 여기서  사랑니  4개 전부 발치했는데 안아프게 잘 뽑아주셨어요.,5,1,,,2019.08.28,dear****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,스케일링 받았는데요 선생님도 친절하시고  좋습니다.  지난 겨울에는 여기서  사랑니  4개 전부 발치했는데 안아프게 잘 뽑아주셨어요.
169699,5621436,친절하게 응대해주시고 검진도 좋았습니다,5,1,,,2019.06.28,sadz****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,친절하게 응대해주시고 검진도 좋았습니다
169699,5248109,오랜만에 치과 가고 또 처음 가보는 곳이어서 매우 걱정했는데 정말 친절하게 잘 해주시더라구요... 사진으로 치아상태를 보며 스스로 판단할 수 있고 강요하는 것도 없어서 합리적으로 선택할 수 있고요 치과 옮겨야겠네요ㅎㅎ... 감사합니다.,5,1,,,2019.05.30,wngu****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,오랜만에 치과 가고 또 처음 가보는 곳이어서 매우 걱정했는데 정말 친절하게 잘 해주시더라구요... 사진으로 치아상태를 보며 스스로 판단할 수 있고 강요하는 것도 없어서 합리적으로 선택할 수 있고요 치과 옮겨야겠네요ㅎㅎ... 감사합니다.
169699,4487057,친절합니다,5,1,,,2019.03.18,star****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,친절합니다
169699,3861359,친절하시고 세심하세요! 가족들과 함께 다니고 있습니다.,5,1,,,2018.12.29,johl****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,친절하시고 세심하세요! 가족들과 함께 다니고 있습니다.
169699,3803526,친절하시고 아프지않게 치료잘하세요,5,1,,,2018.12.29,zoox****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,친절하시고 아프지않게 치료잘하세요
169699,3625122,친절하셨고 과잉진료없이 정확하게 해주셨어요. 다른곳애서는 금 인레이 해야한다고 몇십만원 견적줬는데 여긴 레진으로 하면 된다고 해서 생각보다 싸게했어요. 마취나 치료도 안아프게 해주셨고. 추천합니다.,5,1,,,2018.12.03,requ****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,친절하셨고 과잉진료없이 정확하게 해주셨어요. 다른곳애서는 금 인레이 해야한다고 몇십만원 견적줬는데 여긴 레진으로 하면 된다고 해서 생각보다 싸게했어요. 마취나 치료도 안아프게 해주셨고. 추천합니다.
169699,3576678,사랑니 뽑으러 갔는데 의사 선생님이 너무 잘해주셨어요ㅠㅠ그리고 의사선생님이랑 직원분들도 너무 친절해요????최고 치과입니다:-),5,1,,,2018.11.30,lyes****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,사랑니 뽑으러 갔는데 의사 선생님이 너무 잘해주셨어요ㅠㅠ그리고 의사선생님이랑 직원분들도 너무 친절해요????최고 치과입니다:-)
169699,3550907,의사쌤이 너무 친절하셨어용ㅋㅋ,5,1,,,2018.11.24,ohpa****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,의사쌤이 너무 친절하셨어용ㅋㅋ
169699,3523998,"회사 근처에 충치 치료 할만한 곳 찾다가 예약하고 치료받았는데, 통증없이 친절하게 치료해주셨어요!! 앞으로도 치료는 여기서 해야겠네요",5,1,,,2018.11.22,wndm****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,"회사 근처에 충치 치료 할만한 곳 찾다가 예약하고 치료받았는데, 통증없이 친절하게 치료해주셨어요!! 앞으로도 치료는 여기서 해야겠네요"
169699,2989206,진료를 꼼꼼하게 잘봐주십니다 ^^,5,1,,,2018.08.31,itst****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,진료를 꼼꼼하게 잘봐주십니다 ^^
169699,2989223,선생님이랑 직원분들이 너무 친절하시더라구요 ㅎㅎ,5,1,,,2018.08.31,phwo****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,선생님이랑 직원분들이 너무 친절하시더라구요 ㅎㅎ
169699,2634822,저녁에 치과 문닫기 바로 전에 도착했는데도 친절하게 설명해주시고 늦은시간까지 치료해주셔서 너무 감사합니다!!,5,1,,,2018.07.20,hyoj****,컬럼비아리더스치과의원,컬럼비아리더스치과의원,,false,저녁에 치과 문닫기 바로 전에 도착했는데도 친절하게 설명해주시고 늦은시간까지 치료해주셔서 너무 감사합니다!!
