bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,
234157,7159283,공휴일에 진료하구 야간까지 하니까 시간 안쫒기고 편하게 진료받았어요,5,1,,,2019.10.09,chac****,진료예약,서울바로치과의원,,false,공휴일에 진료하구 야간까지 하니까 시간 안쫒기고 편하게 진료받았어요,
234157,7158209,원장님께서 꼼꼼하게 설명해주셔서 좋았어요~~ 감사합니다,5,1,,,2019.10.07,ente****,진료예약,서울바로치과의원,,false,원장님께서 꼼꼼하게 설명해주셔서 좋았어요~~ 감사합니다,
234157,6956526,편했어요 친철함,5,1,,,2019.09.25,chac****,진료예약,서울바로치과의원,,false,편했어요 친철함,
234157,6864275,친절하고.선생님이치료안아프게잘해주세요~~,5,1,,,2019.09.18,pooh****,진료예약,서울바로치과의원,,false,친절하고.선생님이치료안아프게잘해주세요~~,
234157,7158448,진짜 하나도 안아프게 해주세요~~ 치과 무서워하는데 이정도면 잘 다닐 수 있을것같아요 ㅎㅎ 엄청 꼼꼼히 봐주세요~~ 치위생사 선생님들도 엄청 친절하셔서 너무 좋습니다!ㅜㅜ,5,1,,,2019.09.10,sunm****,진료예약,서울바로치과의원,,false,진짜 하나도 안아프게 해주세요~~ 치과 무서워하는데 이정도면 잘 다닐 수 있을것같아요 ㅎㅎ 엄청 꼼꼼히 봐주세요~~ 치위생사 선생님들도 엄청 친절하셔서 너무 좋습니다!ㅜㅜ,
234157,6806589,"치아가 부러져서 급하게 치료를 받으러 갔습니다 걱정이 많았는데 선생님께서 치아 사진을 보여주시면서 꼼꼼하게 설명해주시고 혹시나 발생할 수 있는 경우의 상황에 대해서도 미리 말씀을 해주셔서 안심하고 치료를 받을 수 있었어요 
추석 연휴 직전이라 걱정했는데 꼼꼼하게 연휴에 복용할 약까지 처방해주셨어요 :)",5,1,,,2019.09.10,nari****,진료예약,서울바로치과의원,,false,"치아가 부러져서 급하게 치료를 받으러 갔습니다 걱정이 많았는데 선생님께서 치아 사진을 보여주시면서 꼼꼼하게 설명해주시고 혹시나 발생할 수 있는 경우의 상황에 대해서도 미리 말씀을 해주셔서 안심하고 치료를 받을 수 있었어요 
추석 연휴 직전이라 걱정했는데 꼼꼼하게 연휴에 복용할 약까지 처방해주셨어요 :)",
234157,6686935,"치과가는게 무서워서 계속 안가고 참다 어제 밤에 치통이 너무심해 어쩔수 없이 오늘 예약하고 방문했는데...  ??대박 이렇게 안아프고 편안한곳인줄 알았으면..진작 올껄...??
왜 아픈걸 참고 있었는지..바보같이..ㅜㅜ
직장근처라 가깝고..깨끗한 병원 환경과..무엇보다..원장쌤도~간호쌤도~ 넘친절하셔서 기분 좋았어요~~
암튼..지금은 안아파서 넘 좋내요~~
내일또 뵈요~~~^^",5,1,,,2019.09.04,hee2****,진료예약,서울바로치과의원,,false,"치과가는게 무서워서 계속 안가고 참다 어제 밤에 치통이 너무심해 어쩔수 없이 오늘 예약하고 방문했는데...  ??대박 이렇게 안아프고 편안한곳인줄 알았으면..진작 올껄...??
왜 아픈걸 참고 있었는지..바보같이..ㅜㅜ
직장근처라 가깝고..깨끗한 병원 환경과..무엇보다..원장쌤도~간호쌤도~ 넘친절하셔서 기분 좋았어요~~
암튼..지금은 안아파서 넘 좋내요~~
내일또 뵈요~~~^^",
234157,6656917,정말 친절하시고 임플란트랑 여러가지 진행했는데 무엇보다 안아파서 좋았어요^^ 지금까지 다닌 치과중에 제일 만족입니다!,5,1,,,2019.09.02,deux****,진료예약,서울바로치과의원,,false,정말 친절하시고 임플란트랑 여러가지 진행했는데 무엇보다 안아파서 좋았어요^^ 지금까지 다닌 치과중에 제일 만족입니다!,2019.09.02 13:48:21
234157,6552336,친절하게 해 주셨어요.. 엄청 세심하고 꼼꼼하세용~,5,1,,,2019.08.26,horc****,진료예약,서울바로치과의원,,false,친절하게 해 주셨어요.. 엄청 세심하고 꼼꼼하세용~,2019.08.26 12:07:30
234157,6549443,"재방문이고 주차 좀 먼거빼곤 좋아요 왕십리쪽에서 청계천 걸으면 금방임~ㅋ
일단 꼼꼼해서 맘에 들어요",4,1,,,2019.08.26,natu****,진료예약,서울바로치과의원,,false,"재방문이고 주차 좀 먼거빼곤 좋아요 왕십리쪽에서 청계천 걸으면 금방임~ㅋ
일단 꼼꼼해서 맘에 들어요",2019.08.26 10:05:58
