bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,replyRegDate,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
132791,7692865,직원분들 친절하시고 진료 꼼꼼하게 봐주셔서 좋았습니다! 감사합니다~,5,1,안녕하세요? 일레븐치과입니다 ^^ 만족하셨다니 저희도 기분이 좋습니다. 앞으로도 최선을 다하겠습니다 :),2019.11.18 12:18:35,,2019.11.16,jjih****,일레븐치과 진료예약,일레븐치과의원,,false,직원분들 친절하시고 진료 꼼꼼하게 봐주셔서 좋았습니다! 감사합니다~
132791,7277848,원장님 친절하시고 샘들도 친절하셔서 좋았어요!,5,1,안녕하세요? 일레븐치과입니다 ^^  만족하셨다니 저희도 기분이 좋습니다. 앞으로도 최선을 다하겠습니다 :),2019.10.21 10:37:43,,2019.10.18,soyu****,일레븐치과 진료예약,일레븐치과의원,,false,원장님 친절하시고 샘들도 친절하셔서 좋았어요!
132791,7186860,친절하고 좋아요,5,1,안녕하세요? 일레븐치과입니다 ^^ 앞으로도 최선을 다하겠습니다 :),2019.10.16 12:54:27,,2019.10.11,lkhz****,일레븐치과 진료예약,일레븐치과의원,,false,친절하고 좋아요
132791,6967904,항상 친절하시구 좋아요,5,1,안녕하세요? 일레븐치과입니다 ^^ 만족하셨다니 저희도 기분이 좋습니다. 앞으로도 최선을 다하겠습니다 :),2019.10.16 12:53:42,,2019.09.26,mono****,일레븐치과 진료예약,일레븐치과의원,,false,항상 친절하시구 좋아요
132791,7115002,친절하고 좋아요 ~~~~,5,1,안녕하세요? 일레븐치과입니다 ^^ 더욱더 친절하도록 앞으로도 최선을 다하겠습니다 :),2019.10.16 12:54:04,,2019.09.16,dodo****,일레븐치과 진료예약,일레븐치과의원,,false,친절하고 좋아요 ~~~~
132791,6722403,항상친절한대응감사합니당,5,1,"안녕하세요? 일레븐치과입니다 ^^ 
더욱더 만족하실수 있도록 노력하겠습니다~",2019.09.09 10:28:13,,2019.08.30,rntm****,일레븐치과 진료예약,일레븐치과의원,,false,항상친절한대응감사합니당
132791,6567062,매우 만족했어요~~^^,5,1,안녕하세요? 일레븐치과입니다 ^^ 매우 만족하셨다니 저희도 기분이 좋습니다. 앞으로도 최선을 다하겠습니다 :),2019.08.28 13:07:51,,2019.08.26,shin****,일레븐치과 진료예약,일레븐치과의원,,false,매우 만족했어요~~^^
132791,6349890,"교정때문에 꾸준히 다니는 치과입니다^^
다들친절하시고 원장쌤 실려있으셔서 만족해요ㅎ",5,1,안녕하세요? 일레븐치과입니다 ^^ 믿고 맡겨 주셔서 감사합니다. 앞으로도 최선을 다하겠습니다.,2019.08.15 22:27:26,,2019.08.09,dmsd****,일레븐치과 진료예약,일레븐치과의원,,false,"교정때문에 꾸준히 다니는 치과입니다^^
다들친절하시고 원장쌤 실려있으셔서 만족해요ㅎ"
132791,6193874,항상 친절하시구 좋아요~!,5,1,"안녕하세요? 일레븐치과입니다 ^^ 
더욱더 만족하실수 있도록 노력하겠습니다~",2019.08.06 16:00:09,,2019.08.05,papa****,일레븐치과 진료예약,일레븐치과의원,,false,항상 친절하시구 좋아요~!
132791,5968607,"당일 예약도 가능하고
빠르게 치료해주셨습니다 :)",5,1,안녕하세요? 일레븐치과입니다 ^^ 저희 일레븐치과는 빠르고 만족 스러운 치료를 제공해 드리기 위해서 최첨단 장비와 인력을 갖추고 있습니다. 언제나 만족하실수 있도록 최선을 다하도록 하겠습니다. 감사합니다.,2019.07.24 17:58:45,,2019.07.17,lang****,일레븐치과 진료예약,일레븐치과의원,,false,"당일 예약도 가능하고
빠르게 치료해주셨습니다 :)"
132791,5798360,"분위기 같은경우 막 엄청 커서 우와~ 같은 분위기 보단 고객에게 집중해서 해줄 것 같은 분위기로 진료를 해주십니다. 
직원분들도 치아 상태의 상황에 따라 '어떤 이유로 적합한 소재를 추천한다.' 라고 세세하게 설명해 주십니다.",5,1,안녕하세요? 일레븐치과입니다 ^^ 저희 일레븐치과는 고객님 한분 한분께 바른 진료를 하고자 항상 노력하고 있습니다.앞으로도 만족을 드릴수 있도록 항상 노력 하겠습니다 :),2019.07.12 15:55:32,,2019.07.11,casi****,일레븐치과 진료예약,일레븐치과의원,,false,"분위기 같은경우 막 엄청 커서 우와~ 같은 분위기 보단 고객에게 집중해서 해줄 것 같은 분위기로 진료를 해주십니다. 
직원분들도 치아 상태의 상황에 따라 '어떤 이유로 적합한 소재를 추천한다.' 라고 세세하게 설명해 주십니다."
132791,5061928,충치 때문에 갑작스럽게 당일날 방문했는데도 치료가 가능해서 너무 좋았어요. 친절한 상담과 안내까지 다 좋았습니다ㅎㅎ,5,1,안녕하세요? 일레븐치과입니다 ^^ 기분좋은 칭찬이 큰 힘이 되고 있습니다. 항상 감사드립니다 :),2019.05.14 10:24:55,,2019.05.13,ppoq****,일레븐치과 진료예약,일레븐치과의원,,false,충치 때문에 갑작스럽게 당일날 방문했는데도 치료가 가능해서 너무 좋았어요. 친절한 상담과 안내까지 다 좋았습니다ㅎㅎ
