bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,
210845,5794582,"사랑니 발치 때문에 병원 찾다가 알게됐어요.
의사쌤 진짜 차분히 설명 잘해주시고,
신경이랑 많이 닿아있고 뿌리가 휘어진 사랑니였는데 진짜 5분도 채 안되서 깔끔하게 뽑아주셨어요 최고!
사랑니 발치 말고도 일반 진료도 여기로 바꾸려구요",4,1,,,2019.07.10,minw****,연세정인치과 신규 고객님,연세정인치과의원,,false,"사랑니 발치 때문에 병원 찾다가 알게됐어요.
의사쌤 진짜 차분히 설명 잘해주시고,
신경이랑 많이 닿아있고 뿌리가 휘어진 사랑니였는데 진짜 5분도 채 안되서 깔끔하게 뽑아주셨어요 최고!
사랑니 발치 말고도 일반 진료도 여기로 바꾸려구요",
210845,5762384,"몇해전 직장 근처에 과잉진료없는 치과 찾아 몇군데 돌아다니다가 방문하게되었는데, 그후로는 여기만 다녀요!
원장님 차분하고 친절하시고 직원분들도 친절하시고 병원코디(?)같은 분도 없어서 부담스럽지않아요! 통유리 넘어 광화문 전경 구경하고 있으면 대기시간도 잘가구요~ 퇴사해도 여기다닐 생각입니다??",5,1,,,2019.07.08,euny****,연세정인치과 신규 고객님,연세정인치과의원,,false,"몇해전 직장 근처에 과잉진료없는 치과 찾아 몇군데 돌아다니다가 방문하게되었는데, 그후로는 여기만 다녀요!
원장님 차분하고 친절하시고 직원분들도 친절하시고 병원코디(?)같은 분도 없어서 부담스럽지않아요! 통유리 넘어 광화문 전경 구경하고 있으면 대기시간도 잘가구요~ 퇴사해도 여기다닐 생각입니다??",
210845,5605140,"다들 너무 친절하시고 원장님께서 자세히 설명해주시고 말씀해주셔서 신뢰가 더욱 가네요~
다음에 또 방문할께요^^",5,1,,,2019.06.27,kidd****,연세정인치과 신규 고객님,연세정인치과의원,,false,"다들 너무 친절하시고 원장님께서 자세히 설명해주시고 말씀해주셔서 신뢰가 더욱 가네요~
다음에 또 방문할께요^^",
210845,5492316,원장님이 매우 친절하십니다,5,1,,,2019.06.17,msk2****,연세정인치과 신규 고객님,연세정인치과의원,,false,원장님이 매우 친절하십니다,
210845,5438050,의사선생님이 너무 친절하시고 하나하나씩 이해하기 쉽게 설명해주셔서 좋았습니다!,5,1,,,2019.06.13,bsun****,연세정인치과 신규 고객님,연세정인치과의원,,false,의사선생님이 너무 친절하시고 하나하나씩 이해하기 쉽게 설명해주셔서 좋았습니다!,
210845,5425941,"세심한 배려와 친절 매우 감사드립니다. 상세하게 잘 설명해 주시고...  일반 상업적인 치과와는 전혀 다른 분위기에 인상깊었습니다. 
감사합니다~",5,1,,,2019.06.07,spin****,연세정인치과 신규 고객님,연세정인치과의원,,false,"세심한 배려와 친절 매우 감사드립니다. 상세하게 잘 설명해 주시고...  일반 상업적인 치과와는 전혀 다른 분위기에 인상깊었습니다. 
감사합니다~",
210845,5098581,스케일링을 받으러 갔는데 너무 친절하게 잘 해주셔서 감사했습니다.,5,1,,,2019.05.17,elfi****,연세정인치과 신규 고객님,연세정인치과의원,,false,스케일링을 받으러 갔는데 너무 친절하게 잘 해주셔서 감사했습니다.,
210845,5097963,실력과 자세한 설명 감사합니다.,5,1,,,2019.05.16,gibo****,연세정인치과 신규 고객님,연세정인치과의원,,false,실력과 자세한 설명 감사합니다.,
210845,5070171,"네이버 예약하고 가서 스켈링,검진 받았는데 시설 깔끔하고 원장님 설명이 너무 자세하고 친절하시네요.",5,1,,,2019.05.13,jung****,연세정인치과 신규 고객님,연세정인치과의원,,false,"네이버 예약하고 가서 스켈링,검진 받았는데 시설 깔끔하고 원장님 설명이 너무 자세하고 친절하시네요.",
210845,4802441,"스케일링 잘 받았고 검사도 잘 받았습니다.
설명도 친절하게 해주셔서 감사합니다.",5,1,,,2019.04.22,jerr****,연세정인치과 신규 고객님,연세정인치과의원,,false,"스케일링 잘 받았고 검사도 잘 받았습니다.
설명도 친절하게 해주셔서 감사합니다.",
210845,4679765,의사 선생님과 데스크 다 친절하시고 설명 잘해주셨습니다.,5,1,,,2019.04.09,jerr****,연세정인치과 신규 고객님,연세정인치과의원,,false,의사 선생님과 데스크 다 친절하시고 설명 잘해주셨습니다.,
