bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,replyRegDate
46322,7405731,완전 친절 하시고 하나하나 설명 을 잘해주세요 ㅎㅎ 진짜 치료 하나 하나 섬세하게 해주세요 ㅎㅎ,5,1,,,2019.10.22,kdod****,46322 강서예치과 default 상품,강서예치과의원,,false,완전 친절 하시고 하나하나 설명 을 잘해주세요 ㅎㅎ 진짜 치료 하나 하나 섬세하게 해주세요 ㅎㅎ,
46322,7296714,친절하신 선생님들 덕분에 아이들이 편안하게 검진 받고 왔어요~~,4,1,,,2019.10.19,smo1****,46322 강서예치과 default 상품,강서예치과의원,,false,친절하신 선생님들 덕분에 아이들이 편안하게 검진 받고 왔어요~~,
46322,6999258,"영유아 구강검진 받으러 다녀왔습니다. 
친절하고 위생적입니다. 아이들이 치과가는걸 두려워하지 않아서 너무 좋아요 ^^",5,1,,,2019.09.28,hana****,46322 강서예치과 default 상품,강서예치과의원,,false,"영유아 구강검진 받으러 다녀왔습니다. 
친절하고 위생적입니다. 아이들이 치과가는걸 두려워하지 않아서 너무 좋아요 ^^",
46322,6609078,"큰 아이 두번째 발치했습니다. 
영유아 구강검진 때부터 이용하던 강서예치과이기 때문에 무서워하지 않고 이빨 잘 뺐습니다. 
깨끗하고 친절합니다. 
둘째가 기다리는 동안 글자쓰기 게임 등을 할 수 있도록 준비되어있는 것도 좋네요.",5,1,,,2019.08.29,hana****,46322 강서예치과 default 상품,강서예치과의원,,false,"큰 아이 두번째 발치했습니다. 
영유아 구강검진 때부터 이용하던 강서예치과이기 때문에 무서워하지 않고 이빨 잘 뺐습니다. 
깨끗하고 친절합니다. 
둘째가 기다리는 동안 글자쓰기 게임 등을 할 수 있도록 준비되어있는 것도 좋네요.",
46322,6583814,시설깨끗하고 친절해서좋아요.,5,1,,,2019.08.27,kiss****,46322 강서예치과 default 상품,강서예치과의원,,false,시설깨끗하고 친절해서좋아요.,
46322,6354226,치과 쾌적하고 청결합니다. 모두 친절하고 큰 아이 발치하러 갔는데 무서워하지 않고 잘 뺐습니다. 과잉진료하지 않아요 ^^,5,1,,,2019.08.14,hana****,46322 강서예치과 default 상품,강서예치과의원,,false,치과 쾌적하고 청결합니다. 모두 친절하고 큰 아이 발치하러 갔는데 무서워하지 않고 잘 뺐습니다. 과잉진료하지 않아요 ^^,
46322,5920635,예약 편리하게 할 수 있어서 너무 좋아요:),5,1,,,2019.07.20,youn****,46322 강서예치과 default 상품,강서예치과의원,,false,예약 편리하게 할 수 있어서 너무 좋아요:),
46322,5476608,친절하고 편리합니다,5,1,,,2019.06.12,ggom****,46322 강서예치과 default 상품,강서예치과의원,,false,친절하고 편리합니다,
46322,5202654,편하게 예약까지 !,5,1,,,2019.05.25,youn****,46322 강서예치과 default 상품,강서예치과의원,,false,편하게 예약까지 !,
46322,5061253,다들 엄청 바빠보여 정신이 없네요,3,1,,,2019.05.13,kira****,46322 강서예치과 default 상품,강서예치과의원,,false,다들 엄청 바빠보여 정신이 없네요,
46322,4172427,대학병원 치과쌤들보다 훨씬 잘보시는것같아요 친절하시고 편리했습니다,5,1,,,2019.02.11,ccjj****,46322 강서예치과 default 상품,강서예치과의원,,false,대학병원 치과쌤들보다 훨씬 잘보시는것같아요 친절하시고 편리했습니다,
46322,3772113,편리합니다,5,1,,,2018.12.20,dryo****,46322 강서예치과 default 상품,강서예치과의원,,false,편리합니다,
46322,3757016,"네이버로 예약하니 편하고 좋았습니다.
예약 상황도 빨리 연락왔구요",5,1,,,2018.12.20,20dk****,46322 강서예치과 default 상품,강서예치과의원,,false,"네이버로 예약하니 편하고 좋았습니다.
예약 상황도 빨리 연락왔구요",
46322,3556587,"좋아요~

인터넷으로 편하게 예약하고 갔어요!ㅎㅎ",5,1,,,2018.11.26,youn****,46322 강서예치과 default 상품,강서예치과의원,,false,"좋아요~

인터넷으로 편하게 예약하고 갔어요!ㅎㅎ",
46322,2941777,친절하세여,4,1,,,2018.08.18,wjdd****,46322 강서예치과 default 상품,강서예치과의원,,false,친절하세여,
46322,2872021,편리해요-,5,1,,,2018.08.18,youn****,46322 강서예치과 default 상품,강서예치과의원,,false,편리해요-,
46322,2561417,간편하게 네이버로 예약하고 그날 바로 치료도 받고 덕분에 진료를 미루던 저에게 부담이 줄었어요~!,5,1,,,2018.07.06,chon****,46322 강서예치과 default 상품,강서예치과의원,,false,간편하게 네이버로 예약하고 그날 바로 치료도 받고 덕분에 진료를 미루던 저에게 부담이 줄었어요~!,
46322,2427175,"유치가 흔들려서 재방문했는데  많이 흔들리지 않는다고 다음에 발치하자고 하네요
다른곳은 보틍 이런경우 진료비를 안받던데....
환자도 많던데 좀 아쉬웠습니다",2,1,,,2018.06.11,ice9****,46322 강서예치과 default 상품,강서예치과의원,,false,"유치가 흔들려서 재방문했는데  많이 흔들리지 않는다고 다음에 발치하자고 하네요
다른곳은 보틍 이런경우 진료비를 안받던데....
환자도 많던데 좀 아쉬웠습니다",
46322,2361034,"편하게 예약하고 이용할 수 있어서 좋네요.
진료 잘 받았습니다",4,1,,,2018.06.01,jjun****,46322 강서예치과 default 상품,강서예치과의원,,false,"편하게 예약하고 이용할 수 있어서 좋네요.
진료 잘 받았습니다",
46322,2278259,예약해서 기다리지않고 진료받았어요,4,1,,,2018.05.18,313j****,46322 강서예치과 default 상품,강서예치과의원,,false,예약해서 기다리지않고 진료받았어요,
46322,2183573,"네이버로 예약할수 있어서 편했어요~
친절히 아이 상태에 대해 설명해주시고
진료해주셨습니당~",4,1,,,2018.05.02,ice9****,46322 강서예치과 default 상품,강서예치과의원,,false,"네이버로 예약할수 있어서 편했어요~
친절히 아이 상태에 대해 설명해주시고
진료해주셨습니당~",
