bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,replyRegDate,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,resourceUrlList/1,resourceUrlList/2
166318,7516220,"교정치료 받고있는데, 갈때마다 친절하고 확실하게 진료해주셔서 늘 기분좋게 집으로 돌아와요~
요즘 이벤트 중이라 대기실 구경하는 재미도 있었고, 상품도 받아왔어요! 감사합니당~^^",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.11.05 15:43:14,,2019.11.04,love****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"교정치료 받고있는데, 갈때마다 친절하고 확실하게 진료해주셔서 늘 기분좋게 집으로 돌아와요~
요즘 이벤트 중이라 대기실 구경하는 재미도 있었고, 상품도 받아왔어요! 감사합니당~^^",,
166318,7420714,충치치료 하고 왔는데 아주 친절하고 대기없이 해주셔서 아주 만족스러워요~ 치과갈일 생기면 제아치과 추천해요!,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.10.29 11:54:36,,2019.10.28,0jay****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,충치치료 하고 왔는데 아주 친절하고 대기없이 해주셔서 아주 만족스러워요~ 치과갈일 생기면 제아치과 추천해요!,,
166318,7316258,교정치료 시작했는데 치아상태에 대해 알기쉽게 꼼꼼히 너무 잘설명해주셔서 좋았어요ㅠㅠ 시설도 너무 깔끔하구 다들 친절하셔서 여기서 하길 잘한것같아서 스스로 뿌듯뿌듯ㅎㅎ,5,1,"치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요

",2019.10.21 14:22:40,,2019.10.21,ekdu****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,교정치료 시작했는데 치아상태에 대해 알기쉽게 꼼꼼히 너무 잘설명해주셔서 좋았어요ㅠㅠ 시설도 너무 깔끔하구 다들 친절하셔서 여기서 하길 잘한것같아서 스스로 뿌듯뿌듯ㅎㅎ,,
166318,7237959,"병원 들어서는 순간 데스크 선생님들이 넘 친절히 맞아주셔서 기분 좋게 진료보고 가는것 같아요
감사합니다~^^",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.10.15 16:36:54,,2019.10.15,sk80****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"병원 들어서는 순간 데스크 선생님들이 넘 친절히 맞아주셔서 기분 좋게 진료보고 가는것 같아요
감사합니다~^^",,
166318,7146413,예약하고갔는데 예약전날에 왜 안오냐고 전화오고 전화로 예약시간 다르게 안내하길래 예약날에 불안해서 예약 잘 된건지 물어보고 확정받았는데 그시간에 가니까 아니라고하고 심지어 기계고장으로 20분 기다리라고하고 최악이었음,1,1,"불편드려 죄송합니다~ 
조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요",2019.10.15 16:39:05,,2019.10.08,hunt****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,예약하고갔는데 예약전날에 왜 안오냐고 전화오고 전화로 예약시간 다르게 안내하길래 예약날에 불안해서 예약 잘 된건지 물어보고 확정받았는데 그시간에 가니까 아니라고하고 심지어 기계고장으로 20분 기다리라고하고 최악이었음,,
166318,7131371,"검진받고 충치치료했는데
금방 끝나고 마취할때 조금 아픈거 빼고는 괜찮았어요
의사선생님께서 친절하게 설명도 잘해주시고
옆에서 진료봐주신 다른 선생님들도 너무 친절해서 좋았습니다~!!",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.10.08 11:47:43,,2019.10.07,ssj9****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"검진받고 충치치료했는데
금방 끝나고 마취할때 조금 아픈거 빼고는 괜찮았어요
의사선생님께서 친절하게 설명도 잘해주시고
옆에서 진료봐주신 다른 선생님들도 너무 친절해서 좋았습니다~!!",,
166318,7014479,"직원들들도 친절하시고 원장님께서 편안하고 자세차게 상담 해 주셔서 믿음이 가더라고요.중간에 질문해도 쉽게 말씀해 주셔서 좋았어요.
치과공포도 있었는데 편안하게 잘 받고
왔습니다,",4,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.09.30 16:07:17,,2019.09.30,hanv****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"직원들들도 친절하시고 원장님께서 편안하고 자세차게 상담 해 주셔서 믿음이 가더라고요.중간에 질문해도 쉽게 말씀해 주셔서 좋았어요.
치과공포도 있었는데 편안하게 잘 받고
왔습니다,",,
166318,6938173,매번 ㅠㅠ제가 불편하다고 찡찡 거려도 다 척척 해결해주시고 매번 갈때마다 친절하게 해주셔서 여기서 교정하길 잘했다고 매번 생각해요 감사합니다 ㅠㅠㅠㅠ ♥ 이렇게된 원인 등 원리도 꼼꼼히 설명해주신게 제일감동이었어요 ㅎㅎ,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.09.25 09:39:36,https://naverbooking-phinf.pstatic.net/20190924_283/1569304328090EJ5Tt_JPEG/image.jpg,2019.09.23,z__z****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,매번 ㅠㅠ제가 불편하다고 찡찡 거려도 다 척척 해결해주시고 매번 갈때마다 친절하게 해주셔서 여기서 교정하길 잘했다고 매번 생각해요 감사합니다 ㅠㅠㅠㅠ ♥ 이렇게된 원인 등 원리도 꼼꼼히 설명해주신게 제일감동이었어요 ㅎㅎ,,
166318,6855842,교정진료때문에 갔다가 충치치료도 같이 하고왔는데 안아프게 빨리치료받아서 만족했어요,4,1,"치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요

",2019.09.19 11:44:16,,2019.09.17,govk****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,교정진료때문에 갔다가 충치치료도 같이 하고왔는데 안아프게 빨리치료받아서 만족했어요,,
166318,6778576,당일 예약인데 진료 빨랐어요 감사해요,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.09.17 20:29:41,,2019.09.11,rach****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,당일 예약인데 진료 빨랐어요 감사해요,,
166318,6770464,"스케일링 받았는데 하나도 안아프고 잘해주셨어요
치과가 좀 무서워서 쫌 놀라면서 했는데 친절하셨어요",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.09.17 20:29:39,,2019.09.10,aqua****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"스케일링 받았는데 하나도 안아프고 잘해주셨어요
치과가 좀 무서워서 쫌 놀라면서 했는데 친절하셨어요",,
166318,6766590,"밖에 비 와서 꿉꿉했는데  쾌적하고 좋아요. 병원에 사람이 많아 대기시간이  좀 있었지만  예약을  늦게 한 제 잘못이겠죠..ㅠㅠ 
꼼꼼하게 봐주셔서 감사합니다-",4,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.09.10 15:45:45,,2019.09.10,dkfk****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"밖에 비 와서 꿉꿉했는데  쾌적하고 좋아요. 병원에 사람이 많아 대기시간이  좀 있었지만  예약을  늦게 한 제 잘못이겠죠..ㅠㅠ 
꼼꼼하게 봐주셔서 감사합니다-",,
166318,6757133,충치치료 받으러 갔는데 당일예약인데도 빨리 봐주셔서 감사해요!!,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.09.10 12:51:36,,2019.09.09,ba1a****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,충치치료 받으러 갔는데 당일예약인데도 빨리 봐주셔서 감사해요!!,,
166318,6711761,오늘 시간이 없어서 근처 가까운 병원으로 예약하고 스케일링 받았는데 꼼꼼하게 잘 해주셔서 좋았어요,5,1,"치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요
",2019.09.06 16:52:25,,2019.09.06,krup****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,오늘 시간이 없어서 근처 가까운 병원으로 예약하고 스케일링 받았는데 꼼꼼하게 잘 해주셔서 좋았어요,,
166318,6702075,당일에 급하게 예약하고 갔는데 빨리 봐주셔서 감사해요~~~,5,1,"치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요
",2019.09.06 10:07:50,,2019.09.05,gruk****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,당일에 급하게 예약하고 갔는데 빨리 봐주셔서 감사해요~~~,,
166318,6686409,"항상 친절하게 치료해주셔서 , 무서운 치과치료도 무사히 받고왔네요! 감사해요~",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.09.04 14:51:15,,2019.09.04,chle****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"항상 친절하게 치료해주셔서 , 무서운 치과치료도 무사히 받고왔네요! 감사해요~",,
166318,6676370,어제 하루종일 사랑니가 너무 아파서 얼른 뽑아 버리고 싶었어요ㅠㅠ 그래서 주변에 물어보고 여기 추천받고 왔는데 진짜 빨리 뽑아주셨고 마취말고는 아프지도 않았어요ㅠㅠ 감사해요ㅠㅠ,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.09.03 14:27:54,,2019.09.03,16da****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,어제 하루종일 사랑니가 너무 아파서 얼른 뽑아 버리고 싶었어요ㅠㅠ 그래서 주변에 물어보고 여기 추천받고 왔는데 진짜 빨리 뽑아주셨고 마취말고는 아프지도 않았어요ㅠㅠ 감사해요ㅠㅠ,,
166318,6666018,"충치치료 잘받고 갑니다.
아플까봐 긴장많이 했는데
설명도 잘해주시고
아프지않게 치료 잘해주셔서 감사합니다~^^",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.09.02 18:34:21,,2019.09.02,sk80****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"충치치료 잘받고 갑니다.
아플까봐 긴장많이 했는데
설명도 잘해주시고
아프지않게 치료 잘해주셔서 감사합니다~^^",,
166318,6662715,오늘 스케일링 받았는데 하나도 안아프고 시원한 느낌이었어요!! 병원 직원분들도 다 친절하셔서 검진받으러 다시 오고 싶어요!!,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.09.02 15:17:19,,2019.09.02,ekdm****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,오늘 스케일링 받았는데 하나도 안아프고 시원한 느낌이었어요!! 병원 직원분들도 다 친절하셔서 검진받으러 다시 오고 싶어요!!,,
166318,6624629,사랑니 발치했어요....아프긴 한데 빨리 뽑아주셔서 괜찮은거 같아요...ㅎ 병원화장실도 괜찮았어요,5,1,"치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요

",2019.08.31 13:02:13,,2019.08.31,peac****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,사랑니 발치했어요....아프긴 한데 빨리 뽑아주셔서 괜찮은거 같아요...ㅎ 병원화장실도 괜찮았어요,,
166318,6555637,교정상담받으러 갔는데 궁금한거 질문했을때 질문이 많아 귀찮았을텐데 친절히 답해주셔서 좋았어요!,4,1,"치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요
",2019.08.26 15:31:32,,2019.08.26,baj8****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,교정상담받으러 갔는데 궁금한거 질문했을때 질문이 많아 귀찮았을텐데 친절히 답해주셔서 좋았어요!,,
166318,6555600,"교정 철사 찔려서 갔더니 말하는 그대로 불편한 부분을 개선해주셨어요
감사합니다^^",5,1,"치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요
",2019.08.26 15:31:26,,2019.08.26,phr7****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"교정 철사 찔려서 갔더니 말하는 그대로 불편한 부분을 개선해주셨어요
감사합니다^^",,
166318,6515427,병원도 시원하고 선생님들 진짜 다 너무 친절하셔요ㅠㅠ 상담도 잘해주시고 진료 할 때 마음이 놓였어요!!!,5,1,"치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요



",2019.08.26 09:27:41,,2019.08.24,peac****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,병원도 시원하고 선생님들 진짜 다 너무 친절하셔요ㅠㅠ 상담도 잘해주시고 진료 할 때 마음이 놓였어요!!!,,
166318,6500044,선생님들이 너무 친절하셔서 진료도  편안히 봤어요!!! 병원도 시원해요~~,5,1,"치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요

",2019.08.23 13:52:05,,2019.08.23,amy1****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,선생님들이 너무 친절하셔서 진료도  편안히 봤어요!!! 병원도 시원해요~~,,
166318,6492975,선생님들이 너무 친절하셔서 편안한 분위기에서 진료 봤어요!!! 너무 좋아요~~,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.08.23 10:34:59,,2019.08.22,0jay****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,선생님들이 너무 친절하셔서 편안한 분위기에서 진료 봤어요!!! 너무 좋아요~~,,
166318,6440593,"일단은 과마다 분리되어있는것같아요
그점이 좋았고 무엇보다 깨끗해요..ㅎㅎㅎㅎ
원장님도 너무친절하시구~ 오늘은 검진만받고
치료예약하고왔어요 두근두근
치과는 무서운데 선생님들이 좋아서 이미지가 너무좋았어요ㅎㅎㅎㅎ사랑니발치하고 또 올릴게욤",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.08.20 09:44:53,https://naverbooking-phinf.pstatic.net/20190819_257/1566193459436yDsld_JPEG/image.jpg,2019.08.19,soji****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"일단은 과마다 분리되어있는것같아요
그점이 좋았고 무엇보다 깨끗해요..ㅎㅎㅎㅎ
원장님도 너무친절하시구~ 오늘은 검진만받고
치료예약하고왔어요 두근두근
치과는 무서운데 선생님들이 좋아서 이미지가 너무좋았어요ㅎㅎㅎㅎ사랑니발치하고 또 올릴게욤",,
166318,6453001,"교정한 이후에 유지장치? 철사쪽으로 치석이 많이생겨서 스켈링하러갔는데 안아프고 깨긋하게 잘 해줘서 만족스럽습니다~!
선생님 완전 친절해요!",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.08.20 10:27:38,,2019.08.19,bwr4****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"교정한 이후에 유지장치? 철사쪽으로 치석이 많이생겨서 스켈링하러갔는데 안아프고 깨긋하게 잘 해줘서 만족스럽습니다~!
선생님 완전 친절해요!",,
166318,6382249,오늘 간단하게 검진받으려고 처음 가봤는데 깔끔하고 선생님들도 친절하게 진료 봐주셔서 좋았어요!!,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.08.19 11:02:20,,2019.08.16,peac****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,오늘 간단하게 검진받으려고 처음 가봤는데 깔끔하고 선생님들도 친절하게 진료 봐주셔서 좋았어요!!,,
166318,6295415,위치도 시설도 만족스러웠습니다.,4,1,"치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요

",2019.08.13 10:37:55,,2019.08.10,jyha****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,위치도 시설도 만족스러웠습니다.,,
166318,6222586,기다리는게 싫어서 오후첫시간으로 예약했었는데 예약시간 되기도전에 진료봐주셔서 너무 좋았어요~원장님도 친절하게 설명해주시고 실장님께서도 이해가 잘되게 설명해주셔서 진료 편안하게 보고왔습니다~~~~~다음방문때 뵐게요!,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.08.09 12:02:54,,2019.08.07,es56****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,기다리는게 싫어서 오후첫시간으로 예약했었는데 예약시간 되기도전에 진료봐주셔서 너무 좋았어요~원장님도 친절하게 설명해주시고 실장님께서도 이해가 잘되게 설명해주셔서 진료 편안하게 보고왔습니다~~~~~다음방문때 뵐게요!,,
166318,6049081,한여름에 오지게 습하기까지 해서 갈때 좀 짜증났는데 시원한곳에서 진료도 시원하게 잘 받고 갑니다. 딱 팩트만 얘기해주시는거 같아서 상담도 진료도 잘하고 가용 >_<,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.07.30 09:51:27,,2019.07.29,face****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,한여름에 오지게 습하기까지 해서 갈때 좀 짜증났는데 시원한곳에서 진료도 시원하게 잘 받고 갑니다. 딱 팩트만 얘기해주시는거 같아서 상담도 진료도 잘하고 가용 >_<,,
166318,5970012,"넘 더워 진료보러 가시 싫었는데
병원도착하자 마자
밝은 미소로 맞아 주셔서 기분 좋았습니다.",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.07.30 09:51:24,,2019.07.23,sk80****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"넘 더워 진료보러 가시 싫었는데
병원도착하자 마자
밝은 미소로 맞아 주셔서 기분 좋았습니다.",,
166318,6109293,항상 가는 치과인데 친절하시고 진료도 잘해주세요,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.08.09 12:02:46,,2019.07.19,hans****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,항상 가는 치과인데 친절하시고 진료도 잘해주세요,,
166318,5899045,"병원이 시원하고, 궁금한 부분도 많았는데 친절히 알려주셨습니다 ^^",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.07.22 09:45:46,,2019.07.19,phr7****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"병원이 시원하고, 궁금한 부분도 많았는데 친절히 알려주셨습니다 ^^",,
166318,5671540,대기없이 치료잘받고가요~ 감사합니다,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.07.02 12:47:17,,2019.07.01,soji****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,대기없이 치료잘받고가요~ 감사합니다,,
166318,5595048,올때마다 기분좋게 진료받고가는거 같아요! 충치치료무서운데 안무섭게 잘해주셨어요,4,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.06.26 16:37:03,,2019.06.26,govk****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,올때마다 기분좋게 진료받고가는거 같아요! 충치치료무서운데 안무섭게 잘해주셨어요,,
166318,5588769,정말 친절하시네요^^ 별 생각 없이 스케일링 받으러 온 건데 꼼꼼하고 친절하게 잘 봐주셔서 정말 감사합니다~,5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.06.26 16:36:55,,2019.06.25,sjki****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,정말 친절하시네요^^ 별 생각 없이 스케일링 받으러 온 건데 꼼꼼하고 친절하게 잘 봐주셔서 정말 감사합니다~,,
166318,5586629,"매번 잘 다니구 있어요! 
항상 갈때마다 친절하게 대해주시고 진료꼼꼼히 봐주셔서 감사해용",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.06.26 16:36:48,,2019.06.19,ebbo****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"매번 잘 다니구 있어요! 
항상 갈때마다 친절하게 대해주시고 진료꼼꼼히 봐주셔서 감사해용",,
166318,5518386,"오랜만에 진료 보러 갔는데
아는척 해주셔서 기분이 좋았어요~~ㅎㅎ
진료 잘받고 왔습니다.
감사합니다~^^",5,1,치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요,2019.06.26 16:36:42,,2019.06.19,sk80****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"오랜만에 진료 보러 갔는데
아는척 해주셔서 기분이 좋았어요~~ㅎㅎ
진료 잘받고 왔습니다.
감사합니다~^^",,
166318,5408468,"궁금한 부분 실장님께서 친절히 답 해주시고
진료도 깔끔하게 받고왔어요 ^^
안아파서 좋아요!",5,1,"치료 잘 받으셨나요?^^조심히 들어가시고 더 궁금한점 있으시면 언제든지 연락주세요



",2019.06.11 16:40:20,,2019.06.11,phr7****,당신의 치아건강지킴이 제아치과,제아치과의원,,false,"궁금한 부분 실장님께서 친절히 답 해주시고
진료도 깔끔하게 받고왔어요 ^^
안아파서 좋아요!",,
