bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,replyRegDate
218642,7709131,"유지장치 조절하러 갔는데 언제나 한결같은 원장님과 다들 넘 좋아요
이번에 스케링도 너무 섬세하게 잘해주셔서 만족만족 입니다 (다만 대기시간이 좀 길어유 감안하고 가셔야해요 ㅋㅋ)",5,1,,,2019.11.07,2826****,푸른나무치과의원,푸른나무치과의원,,false,"유지장치 조절하러 갔는데 언제나 한결같은 원장님과 다들 넘 좋아요
이번에 스케링도 너무 섬세하게 잘해주셔서 만족만족 입니다 (다만 대기시간이 좀 길어유 감안하고 가셔야해요 ㅋㅋ)",
218642,7523066,의사선생님 치위생사 선생님 늘 감사합니다,5,1,,,2019.11.01,agas****,푸른나무치과의원,푸른나무치과의원,,false,의사선생님 치위생사 선생님 늘 감사합니다,
218642,6468581,항상 친절하셔서 마음 편히 진료 받고 있어요~,5,1,,,2019.08.20,2sjd****,푸른나무치과의원,푸른나무치과의원,,false,항상 친절하셔서 마음 편히 진료 받고 있어요~,
218642,6215952,좋아요 친절하시고 치료에 많은 도움이 됐어요,5,1,,,2019.08.06,yoon****,푸른나무치과의원,푸른나무치과의원,,false,좋아요 친절하시고 치료에 많은 도움이 됐어요,
218642,6139939,너무너무 친절하셨어요,5,1,,,2019.08.02,rsvp****,푸른나무치과의원,푸른나무치과의원,,false,너무너무 친절하셨어요,
218642,5973245,"이사를 가서 오랫만에 방문하려구 예약했는데
네이버예약이 생겨서 너무편한하네용
간김에 스켈링두했는데 깨끗해졌어요!
1년에한번은 꼭 검진하러갈께요
감사합니다",5,1,,,2019.07.23,kmjs****,푸른나무치과의원,푸른나무치과의원,,false,"이사를 가서 오랫만에 방문하려구 예약했는데
네이버예약이 생겨서 너무편한하네용
간김에 스켈링두했는데 깨끗해졌어요!
1년에한번은 꼭 검진하러갈께요
감사합니다",
218642,5461518,여기서교정하기로 한거 후회한적이 단 5초도없습니다.. 원장님 치위생사분 모두 친절하시고 무엇보다 변해가는게 드라마틱하게느껴져서 너무좋아요 늘감사합니다,5,1,,,2019.06.15,agas****,푸른나무치과의원,푸른나무치과의원,,false,여기서교정하기로 한거 후회한적이 단 5초도없습니다.. 원장님 치위생사분 모두 친절하시고 무엇보다 변해가는게 드라마틱하게느껴져서 너무좋아요 늘감사합니다,
218642,4738793,만족합니당 남친 데꼬갓는데ㅜㅠ 잘 해주셧어요,5,1,,,2019.03.21,didw****,푸른나무치과의원,푸른나무치과의원,,false,만족합니당 남친 데꼬갓는데ㅜㅠ 잘 해주셧어요,
218642,4397646,엄청 편안하게 즐겁게 상담하고 왔어용ㅋㅋㅋ,5,1,,,2019.03.08,govk****,푸른나무치과의원,푸른나무치과의원,,false,엄청 편안하게 즐겁게 상담하고 왔어용ㅋㅋㅋ,
218642,4220796,원장님 치료사님 모두 너무 친절하세요 감사합니다!,5,1,,,2019.02.18,skmh****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,원장님 치료사님 모두 너무 친절하세요 감사합니다!,
218642,4071392,"예약시간을 바꾸니 30분 기다리네여ㅜㅜ
그래도 제가 일찍간거라 ㅎㅎ 
친절하시고 좋습니다.",5,1,,,2019.01.31,swea****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,"예약시간을 바꾸니 30분 기다리네여ㅜㅜ
그래도 제가 일찍간거라 ㅎㅎ 
친절하시고 좋습니다.",
218642,3985940,"예약이 많아 그런건지  양치 한번 안 시키고 너무 빠른 시간내에 대충 하는 느낌이었어요
그리고 다른 치과는 보통 치실이나 퍼미스 해주거나 하던데 그런것도 없이요",3,1,,,2019.01.21,ilis****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,"예약이 많아 그런건지  양치 한번 안 시키고 너무 빠른 시간내에 대충 하는 느낌이었어요
그리고 다른 치과는 보통 치실이나 퍼미스 해주거나 하던데 그런것도 없이요",
218642,3928479,항상 친절하시고 좋아요^^,5,1,,,2019.01.14,0603****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,항상 친절하시고 좋아요^^,
218642,3702593,제가 태어나서 가 본 치과중에 제일 친절했어요. 이렇게 기분좋게 치과다녀온 게 처음이네요. 스케일링도 너무 안아프게 잘받았구요. 퇴근후라 30분 대기하긴 했는데 원래 치과는 예약해도 그 정도는 기다리는거라 괜찮았어요. 회사분들한테 다 추천드렸습니다ㅠㅠ감사해요,5,1,,,2018.12.18,hk50****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,제가 태어나서 가 본 치과중에 제일 친절했어요. 이렇게 기분좋게 치과다녀온 게 처음이네요. 스케일링도 너무 안아프게 잘받았구요. 퇴근후라 30분 대기하긴 했는데 원래 치과는 예약해도 그 정도는 기다리는거라 괜찮았어요. 회사분들한테 다 추천드렸습니다ㅠㅠ감사해요,
218642,3657311,너무 만족합니다~,5,1,,,2018.12.10,miya****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,너무 만족합니다~,
218642,3562444,간호사분들 모두 친절하시고 좋아요ㅎㅎ,5,1,,,2018.11.13,qha4****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,간호사분들 모두 친절하시고 좋아요ㅎㅎ,
218642,3320788,"웨이팅도 없었고, 친절하게 잘 해주셨어요!",5,1,,,2018.10.23,try_****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,"웨이팅도 없었고, 친절하게 잘 해주셨어요!",
218642,3253874,만족합니다~,3,1,,,2018.10.13,bloo****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,만족합니다~,
218642,3214830,안내 친절하게 해주셔서 좋았어요~,5,1,,,2018.10.06,wldn****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,안내 친절하게 해주셔서 좋았어요~,
218642,2593415,"시설이 깔끔해요
스켈링이 생각보다 빨리 끝났어요",4,1,,,2018.07.12,naji****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,"시설이 깔끔해요
스켈링이 생각보다 빨리 끝났어요",
218642,2548309,친절한 안내와 진료 모두 좋았습니다.,5,1,,,2018.07.03,blue****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,친절한 안내와 진료 모두 좋았습니다.,
218642,2581790,친절하구 좋앗어요. 다만 스케일링 진행하시는분이 혼자셔서 입안애 물을 제대로 못빨아들이셔요. 물 믾이 마셨습니다. 그점 빼고는 매우좋았어요.,4,1,,,2018.07.03,duck****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,친절하구 좋앗어요. 다만 스케일링 진행하시는분이 혼자셔서 입안애 물을 제대로 못빨아들이셔요. 물 믾이 마셨습니다. 그점 빼고는 매우좋았어요.,
218642,2532056,시설이 좋앗어요~,5,1,,,2018.06.30,ysh7****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,시설이 좋앗어요~,
218642,2409791,이번 스케일링할때 안아프게해주셔서 좋아요!,5,1,,,2018.06.07,qha4****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,이번 스케일링할때 안아프게해주셔서 좋아요!,
218642,2380782,친절하고 꼼꼼한 진료 감사합니다~:),5,1,,,2018.06.04,daff****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,친절하고 꼼꼼한 진료 감사합니다~:),
218642,2356818,항상 친절하세요 :),5,1,,,2018.05.31,swea****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,항상 친절하세요 :),
218642,2335440,매우 친절하게 진료해주셨습니다,5,1,,,2018.05.25,y2k6****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,매우 친절하게 진료해주셨습니다,
218642,2265095,항상 친절하십니다!!!@.@,5,1,,,2018.05.15,0603****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,항상 친절하십니다!!!@.@,
218642,2177481,친절하시고 좋아요 :),5,1,,,2018.05.01,swea****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,친절하시고 좋아요 :),
218642,2177489,네이버 예약 편리하고 좋아요.,5,1,,,2018.04.26,swea****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,네이버 예약 편리하고 좋아요.,
218642,2006554,"늘 친절하시고 좋아요 :)
넘 잘 선택한 치과ㅠㅠ 최고입니다.",5,1,,,2018.03.27,swea****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,"늘 친절하시고 좋아요 :)
넘 잘 선택한 치과ㅠㅠ 최고입니다.",
218642,1805256,친절하고 좋습니다,5,1,,,2018.02.19,s_to****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,친절하고 좋습니다,
218642,1773274,항상 친절하시고 좋습니다^^,5,1,,,2018.02.13,0603****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,항상 친절하시고 좋습니다^^,
