bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,
215060,6482348,휴가에 갑자기 앞니가 깨져서 엄청 당황했는데 티가 안나게 치료를 잘 받았어요^^ 원장님 친절한 설명과 꼼꼼한 진료 너무 감사했습니다. 앞으로도 믿고 꾸준히 다니려고용 ^^,5,1,,,2019.08.21,memb****,콤비치과의원 예약,콤비치과의원,,false,휴가에 갑자기 앞니가 깨져서 엄청 당황했는데 티가 안나게 치료를 잘 받았어요^^ 원장님 친절한 설명과 꼼꼼한 진료 너무 감사했습니다. 앞으로도 믿고 꾸준히 다니려고용 ^^,
215060,6485009,직원분들 모두 친절하시고 시설도 깔끔해요! 과잉진료도 없구요 ㅎㅎ,5,1,,,2019.08.21,skgu****,콤비치과의원 예약,콤비치과의원,,false,직원분들 모두 친절하시고 시설도 깔끔해요! 과잉진료도 없구요 ㅎㅎ,
215060,6342507,앞니가 깨져서 엄청 걱정했는데 생각보다 간단하고 티안나게 치료가 되서 다행이었어요^^ 열심히 서칭한 결과 좋은 치과를 찾게 되었네요 ??,5,1,,,2019.08.13,impr****,콤비치과의원 예약,콤비치과의원,,false,앞니가 깨져서 엄청 걱정했는데 생각보다 간단하고 티안나게 치료가 되서 다행이었어요^^ 열심히 서칭한 결과 좋은 치과를 찾게 되었네요 ??,
215060,6336268,친절하게 응대해주시고 꼼꼼하게 진료 봐주셔서 감사했습니다. 고맙습니다!,5,1,,,2019.08.13,dkdl****,콤비치과의원 예약,콤비치과의원,,false,친절하게 응대해주시고 꼼꼼하게 진료 봐주셔서 감사했습니다. 고맙습니다!,
215060,6335848,친절한 설명과 대응 감사합니다,4,1,,,2019.08.13,luck****,콤비치과의원 예약,콤비치과의원,,false,친절한 설명과 대응 감사합니다,
215060,6244605,설명도 꼼꼼히 잘 해주셨구요 마취 엄청 무서워하는데 진짜 많이 아프지 않게 해주셨어요 마주 아프지 않게 하는 병원 처음입니다,5,1,,,2019.08.08,dduk****,콤비치과의원 예약,콤비치과의원,,false,설명도 꼼꼼히 잘 해주셨구요 마취 엄청 무서워하는데 진짜 많이 아프지 않게 해주셨어요 마주 아프지 않게 하는 병원 처음입니다,
215060,6228222,타지 살다가 얼마전 발령으로 인해 명동에서 회사 생활중인데 급히 사랑니 발치를 해야 해서 알아보다가 콤비치과 예약하게 되었네요^^ 간호사분들도 친절하고 원장님 설명도 꼼꼼하게 잘해주셔서 안심이었어요. 중요한건 안아프게 발치 하는거 였는데 순식간에 끝남^^넘 걱정했는데 생각보다 쉽게 끝나서 넘나 감사해요ㅠ,5,1,,,2019.08.07,tran****,콤비치과의원 예약,콤비치과의원,,false,타지 살다가 얼마전 발령으로 인해 명동에서 회사 생활중인데 급히 사랑니 발치를 해야 해서 알아보다가 콤비치과 예약하게 되었네요^^ 간호사분들도 친절하고 원장님 설명도 꼼꼼하게 잘해주셔서 안심이었어요. 중요한건 안아프게 발치 하는거 였는데 순식간에 끝남^^넘 걱정했는데 생각보다 쉽게 끝나서 넘나 감사해요ㅠ,
215060,6334777,사랑니 발치때문에 갔었는데 너무너무 친절하셨어요  엄청 불안해했는데 친절하게 설명해주시고 무엇보다  매복사랑니인데 얼굴도 별로 안 부었고 마취 풀려도 딱히 아프지 않아요!!잘 끝나서 너무너무 기뻐요ㅠㅠ,5,1,,,2019.08.05,jieu****,콤비치과의원 예약,콤비치과의원,,false,사랑니 발치때문에 갔었는데 너무너무 친절하셨어요  엄청 불안해했는데 친절하게 설명해주시고 무엇보다  매복사랑니인데 얼굴도 별로 안 부었고 마취 풀려도 딱히 아프지 않아요!!잘 끝나서 너무너무 기뻐요ㅠㅠ,
215060,6480585,"항상 갈 때마다 친절한 데스크 직원분들!
통화할때도 나긋나긋 하고 좋아요 
치료실에 계시는 선생님들과 원장님 작은 변화에도 조심해주시는게 좋아요!",5,1,,,2019.08.01,ab43****,콤비치과의원 예약,콤비치과의원,,false,"항상 갈 때마다 친절한 데스크 직원분들!
통화할때도 나긋나긋 하고 좋아요 
치료실에 계시는 선생님들과 원장님 작은 변화에도 조심해주시는게 좋아요!",
215060,6086479,직장 동료의 강추로 가봤는데 편하게 진료 잘 받고 왔어요^^♥,5,1,,,2019.07.30,comp****,콤비치과의원 예약,콤비치과의원,,false,직장 동료의 강추로 가봤는데 편하게 진료 잘 받고 왔어요^^♥,
