bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,replyRegDate,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
181925,7383192,"멀리 이사가서도 찾아가는 치과입니다. 특히 스케일링은 최고수준이구요, 치과진료는 말할것도 없이 훌륭합니다. 치과치료에서도 환자의 입장에서 먼저 생각해주시고 과잉진료를 하지 않으시는 부분이 젤 좋습니다",5,1,"안녕하세요. pre****님~
멀리서 찾아와주시는 만큼 항상 초심을 잃지않고 최선을 다하겠습니다
연세메이트를 이용해주셔서 감사합니다!!
",2019.10.29 10:18:31,,2019.10.25,prep****,연세메이트치과,연세메이트치과의원,,false,"멀리 이사가서도 찾아가는 치과입니다. 특히 스케일링은 최고수준이구요, 치과진료는 말할것도 없이 훌륭합니다. 치과치료에서도 환자의 입장에서 먼저 생각해주시고 과잉진료를 하지 않으시는 부분이 젤 좋습니다"
181925,6957871,오래 기다리지않아서 좋았고 강권하지않아서. 더 좋았던 것 같습니다 스케일링도 매우꼼꼼하게 해주셔서 만족스럽습니다,5,1,"안녕하세요 ~ voor**** 님!!
검진 및 스케일링 잘 받으셨나요?
매번 연세메이트를 이용해주셔서 감사합니다!!",2019.09.27 14:30:10,,2019.09.25,voor****,연세메이트치과,연세메이트치과의원,,false,오래 기다리지않아서 좋았고 강권하지않아서. 더 좋았던 것 같습니다 스케일링도 매우꼼꼼하게 해주셔서 만족스럽습니다
181925,6879013,신속/정확/무엇보다 전문성이 느껴져서 좋았습니다. 인플란트예약했는데 사후관리도 기대해봅니다.,5,1,"안녕하세요~ jeon****님!
정기적으로 검진 안내해드리오니 믿고 맡겨주시기 바랍니다.
연세메이트를 이용해주셔서 감사합니다!",2019.09.20 11:05:44,,2019.09.19,jeon****,연세메이트치과,연세메이트치과의원,,false,신속/정확/무엇보다 전문성이 느껴져서 좋았습니다. 인플란트예약했는데 사후관리도 기대해봅니다.
181925,6878583,늦은시간까지 진료해서 좋았고 시설도 좋고 간호사님들도 친절합니당,5,1,"안녕하세요~ tjgmldnj****님 ^^
환자들 편의를 위해 주 2회 ( 화, 목 ) 야간진료를 하고 있습니다.
연세메이트를 이용해주셔서 감사합니다 !!",2019.09.20 10:55:37,,2019.09.19,tjgm****,연세메이트치과,연세메이트치과의원,,false,늦은시간까지 진료해서 좋았고 시설도 좋고 간호사님들도 친절합니당
181925,6574618,"예전에 갔었던 치과에 방문했는데 충치가 3개가 있다고 진료를 받고 , 오늘 바로 치료를 하면 치료비를 좀 할인해 주겠다는 말에 신뢰도가 확 떨어져서 강동구 쪽 한 곳의 치과를 방문하여 상담을 받았습니다. 기존 충치의 수와 다르게 5개가 썩었다고 하더군요. 그러면서 80만원인데 할인해서 60만원에 해주겠다고 했습니다. 당연히 돌팔이라 생각했고, 양심치과리스트란 걸 알고 검색 후 연세메이트 치과를 방문해서 윤승환 선생님?께 진료를 받았는데 정확히 기존 치과와 같이 충치 3개를 지목해 주셨고 당장 치료할 필요는 없고 관리를 잘 해주면서 경과를 지켜보라고 진료해 주셨습니다. 이미 월급 텅장이 되어버린 저로써 선생님의 진료는 정말 감사하게 와 닿았습니다. 추후 진료 받을 일이 있거나 주위에서 치과 추천을 받는다면무",5,1,"안녕하세요. dldmlqor****님 ^^
연세메이트를 믿고 이용해주셔서 감사합니다 !
믿어주신 만큼 앞으로 실망시켜드리지 않기위해 더 발전하는 연세메이트가 되겠습니다. 감사합니다 ^^",2019.09.02 10:13:36,,2019.08.28,dldm****,연세메이트치과,연세메이트치과의원,,false,"예전에 갔었던 치과에 방문했는데 충치가 3개가 있다고 진료를 받고 , 오늘 바로 치료를 하면 치료비를 좀 할인해 주겠다는 말에 신뢰도가 확 떨어져서 강동구 쪽 한 곳의 치과를 방문하여 상담을 받았습니다. 기존 충치의 수와 다르게 5개가 썩었다고 하더군요. 그러면서 80만원인데 할인해서 60만원에 해주겠다고 했습니다. 당연히 돌팔이라 생각했고, 양심치과리스트란 걸 알고 검색 후 연세메이트 치과를 방문해서 윤승환 선생님?께 진료를 받았는데 정확히 기존 치과와 같이 충치 3개를 지목해 주셨고 당장 치료할 필요는 없고 관리를 잘 해주면서 경과를 지켜보라고 진료해 주셨습니다. 이미 월급 텅장이 되어버린 저로써 선생님의 진료는 정말 감사하게 와 닿았습니다. 추후 진료 받을 일이 있거나 주위에서 치과 추천을 받는다면무"
181925,6367932,직장을 다닐때 직장동료로부터 소개를 받고 처음 방문을 하게 되었는데 사랑니 발치에 대한 걱정과는 달리 발치 후 붓지도 않고 잘아물어서  좋았는데 이번에도 잘 뽑아주시고 크게 아프지도 않아서 너무 좋았습니다.,5,1,"안녕하세요 jindal****님~
연세메이트치과를 이용해주셔서 감사합니다!!
앞으로도 최대한 환자 눈높이에서 아프지않게, 발치 후 환자분이 만족하실 수 있게 진료하는 연세메이트가 되겠습니다 감사합니다. ^^",2019.08.22 10:33:24,,2019.08.14,jind****,연세메이트치과,연세메이트치과의원,,false,직장을 다닐때 직장동료로부터 소개를 받고 처음 방문을 하게 되었는데 사랑니 발치에 대한 걱정과는 달리 발치 후 붓지도 않고 잘아물어서  좋았는데 이번에도 잘 뽑아주시고 크게 아프지도 않아서 너무 좋았습니다.
181925,6340964,오늘 처음 방문하였는데 예약변경등 너무 친절하게 대응해주셨어요 진료도 아기가 아직 어려서 걱정했는데 무탈하게 잘 끝났어요~~~ 앞으로 계속 정기검진 받으러 다닐려고요 맞는 치과 찾기 힘든데 집 근처에 있어서 좋아요~~ 저랑 남편도 진료 받을 경우 옮길려고요~ 소아치과랑 성인치과가 같이 있어 아이가 오래 다닐수 있는 병원인것도 좋네요~~^^,5,1,"안녕하세요 j****님!
연세메이트 어린이치과를 이용해주시고, 잘 맞으시다니 다행입니다!!
저희 연세메이트는 아이부터 성인까지, 한 곳에서 진료받아 평생 치아 주치의 마인드로 진료하고 있습니다. 감사합니다. !!",2019.08.22 10:27:22,,2019.08.14,jlt0****,연세메이트치과,연세메이트치과의원,,false,오늘 처음 방문하였는데 예약변경등 너무 친절하게 대응해주셨어요 진료도 아기가 아직 어려서 걱정했는데 무탈하게 잘 끝났어요~~~ 앞으로 계속 정기검진 받으러 다닐려고요 맞는 치과 찾기 힘든데 집 근처에 있어서 좋아요~~ 저랑 남편도 진료 받을 경우 옮길려고요~ 소아치과랑 성인치과가 같이 있어 아이가 오래 다닐수 있는 병원인것도 좋네요~~^^
181925,6336147,"갑자기 통증 있어 방문했는데 친절하고 빠르게 진료해주셔서 잘 해결되었습니다.
주변 지인에게도 적극 추천 의사 있습니다^^",5,1,"안녕하세요 alswl**** 님~
연세메이트 어린이치과를 이용해주셔서 감사합니다!!
아이 눈높이에서 더 친절한 연세메이트가 되겠습니다~!
감사합니다. ^^",2019.08.22 10:20:53,,2019.08.13,alsw****,연세메이트치과,연세메이트치과의원,,false,"갑자기 통증 있어 방문했는데 친절하고 빠르게 진료해주셔서 잘 해결되었습니다.
주변 지인에게도 적극 추천 의사 있습니다^^"
181925,6318723,"연세메이트 좋아요
교정과 팀분들 다 좋습니다 ??",4,1,"안녕하세요 bjh9****님!
만족해주셔서 감사합니다 ~!
더 만족할 수 있는 연세메이트가 되겠습니다!!",2019.08.22 10:19:43,,2019.08.12,bjh9****,연세메이트치과,연세메이트치과의원,,false,"연세메이트 좋아요
교정과 팀분들 다 좋습니다 ??"
181925,5895742,"충치치료 할때 마취나 기계소리 등 겁먹을수 있는 부분을 아이의 눈높이에 맞게 설명해주시고, 치료중에도 불편한 곳이 있는지 자주 물어봐주시고, 잘하고 있다고 격려도 해주셔서 아이가 거부감없이 치료 잘 마쳤어요~",5,1,"안녕하세요 ivy****님 ~
항상 연세메이트 소아치과를 이용해주셔서 감사합니다~!
",2019.07.22 10:26:36,,2019.07.18,ivy1****,연세메이트치과,연세메이트치과의원,,false,"충치치료 할때 마취나 기계소리 등 겁먹을수 있는 부분을 아이의 눈높이에 맞게 설명해주시고, 치료중에도 불편한 곳이 있는지 자주 물어봐주시고, 잘하고 있다고 격려도 해주셔서 아이가 거부감없이 치료 잘 마쳤어요~"
