bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,replyRegDate,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
158237,7716241,친절한 설명과 꼼꼼한 치료 감사합니다 ^^,5,1,후기 감사합니다. 다음정기체크때 뵙겠습니다^^,2019.11.19 13:29:12,,2019.11.18,ekzm****,일반 진료예약,연세윤치과의원,,false,친절한 설명과 꼼꼼한 치료 감사합니다 ^^
158237,7537239,친절하고 세심하시고 과잉치료 없이 꼼꼼하고 정확하게 진단해주셔서 항상 만족입니다,5,1,후기 감사합니다. 다음 정기체크때 뵙겠습니다^^,2019.11.06 14:37:17,,2019.11.05,skil****,일반 진료예약,연세윤치과의원,,false,친절하고 세심하시고 과잉치료 없이 꼼꼼하고 정확하게 진단해주셔서 항상 만족입니다
158237,7436765,항상 친절하신 선생님들과 깔끔한 환경에서 만족스러운 치료 받고있습니다!,5,1,후기 감사합니다. 변치않는 연세윤치과가 되겠습니다^^,2019.10.31 09:24:47,,2019.10.29,98du****,일반 진료예약,연세윤치과의원,,false,항상 친절하신 선생님들과 깔끔한 환경에서 만족스러운 치료 받고있습니다!
158237,7324608,매번가지만 항사 친절한 치위생사님과 원장님이세용ㅎ,5,1,후기 감사합니다. 언제나 친절한 연세윤치과가 되겠습니다^^.,2019.10.22 10:12:27,,2019.10.21,rjad****,일반 진료예약,연세윤치과의원,,false,매번가지만 항사 친절한 치위생사님과 원장님이세용ㅎ
158237,7390073,스케이링 매우 만조,5,1,후기 감사합니다. 다음에 뵙겠습니다,2019.10.28 09:15:22,,2019.10.17,minj****,일반 진료예약,연세윤치과의원,,false,스케이링 매우 만조
158237,7164048,병원 분위기가 너무 좋아서 충치치료도 스트레스 없이 잘 끝냈습니다.,5,1,후기 감사합니다. 다음예약때 뵙겠습니다^^,2019.10.10 15:52:25,,2019.10.10,algo****,일반 진료예약,연세윤치과의원,,false,병원 분위기가 너무 좋아서 충치치료도 스트레스 없이 잘 끝냈습니다.
158237,7141795,"스케일링을 매우 꼼꼼하고 세심하게 해주셔서 완전 만족합니다 더불어 이후의 관리에 대해서도 상세히 쉽게 설명해 주시니 좋으네요 원장님, 간호사분들도 너무 친절하셔서 편안히 치료 잘 받고 왔읍니다^^",5,1,후기 감사합니다.언제나 친절한 연세윤치과가 되겠습니다.,2019.10.10 09:31:43,,2019.10.08,euro****,일반 진료예약,연세윤치과의원,,false,"스케일링을 매우 꼼꼼하고 세심하게 해주셔서 완전 만족합니다 더불어 이후의 관리에 대해서도 상세히 쉽게 설명해 주시니 좋으네요 원장님, 간호사분들도 너무 친절하셔서 편안히 치료 잘 받고 왔읍니다^^"
158237,7015151,과잉진료 하나도 없으셨고 다들 너무 친절하셨어요~ 감사합니다,5,1,후기 감사합니다. 정기체크때 뵙겠습니다^^,2019.10.01 10:52:22,,2019.09.30,dbsr****,일반 진료예약,연세윤치과의원,,false,과잉진료 하나도 없으셨고 다들 너무 친절하셨어요~ 감사합니다
158237,6956119,친절하게 설명해주시고 감사했어요ㅎㅎ,5,1,후기 감사합니다. 다음 정기체크때 뵙겠습니다^^,2019.09.26 12:24:43,,2019.09.25,kkku****,일반 진료예약,연세윤치과의원,,false,친절하게 설명해주시고 감사했어요ㅎㅎ
158237,6886761,처음 받아보는 치료에 적절한 설명 해주셔서 좋았습니다,4,1,후기 감사합니다 .다음예약때 뵙겠습니다.,2019.09.23 09:51:52,,2019.09.20,345c****,일반 진료예약,연세윤치과의원,,false,처음 받아보는 치료에 적절한 설명 해주셔서 좋았습니다
