bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
107237,5839226,친절하고 깨끗하고 좋았습니다~~~^^,5,1,,,2019.07.04,kyok****,박우현 대표원장,소울치과의원,,false,친절하고 깨끗하고 좋았습니다~~~^^
107237,5697364,꼼꼼한 검진 감사합니다.,5,1,,,2019.07.03,pret****,박우현 대표원장,소울치과의원,,false,꼼꼼한 검진 감사합니다.
107237,5535729,"2번째방문인데 너무만족합니다
앞으로쭉이용예정입니다 ..원장님마인드가좋으니
간호사분님들도 너무좋으시네요~~^^♡",5,1,,,2019.06.21,ging****,박우현 대표원장,소울치과의원,,false,"2번째방문인데 너무만족합니다
앞으로쭉이용예정입니다 ..원장님마인드가좋으니
간호사분님들도 너무좋으시네요~~^^♡"
107237,5449658,작년 10월에 다른 치과 갔을 때 치료비만 160만원 불렀어요 의사가 진료도 안하고 위생사가 진단하고 치료도하고 설명도 하고 소울치과는 선생님이 설명을 참 잘 해주세요 과잉진료도 안 하시는데 대충 본다는 느낌이 아니라 왜 과잉진료 안하시는지 설명을 차분히 하시는 것 같아요 간호사님들도 친절하시고 병원 분위기도 좋아요 상왕십리 부근에 사시는 분들 소울치과 추천합니다~,5,1,,,2019.06.14,funn****,박우현 대표원장,소울치과의원,,false,작년 10월에 다른 치과 갔을 때 치료비만 160만원 불렀어요 의사가 진료도 안하고 위생사가 진단하고 치료도하고 설명도 하고 소울치과는 선생님이 설명을 참 잘 해주세요 과잉진료도 안 하시는데 대충 본다는 느낌이 아니라 왜 과잉진료 안하시는지 설명을 차분히 하시는 것 같아요 간호사님들도 친절하시고 병원 분위기도 좋아요 상왕십리 부근에 사시는 분들 소울치과 추천합니다~
107237,4987904,"원장님 친절~간호사님 친절..
설명도 자세히 해주시고 만족합니다.",5,1,,,2019.05.07,fkfd****,박우현 대표원장,소울치과의원,,false,"원장님 친절~간호사님 친절..
설명도 자세히 해주시고 만족합니다."
107237,4886087,"선생님도 간호사님들도 다친절하고 너무좋아었요
선생님도꼼꼼히잘보시고요 (선생님이무척친절하세요)저희아들이 귀찮게질문해도 다 답변해주시고요
제가치과를많이다녀봐서 아는데요 아주만족합니다
온가족 다 다녀야겠어요.",5,1,,,2019.04.30,ging****,박우현 대표원장,소울치과의원,,false,"선생님도 간호사님들도 다친절하고 너무좋아었요
선생님도꼼꼼히잘보시고요 (선생님이무척친절하세요)저희아들이 귀찮게질문해도 다 답변해주시고요
제가치과를많이다녀봐서 아는데요 아주만족합니다
온가족 다 다녀야겠어요."
107237,4768090,"치통이 너무 심해 신경치료하러 갔었어요
역시나 마취도 안아프게 놔주시고 너무 편안하게 신경치료 받고 고통에서 벗어나게 해주셔서 감사합니다.
늘 느끼는거지만 친절하시고 상담실에서 직접 상담도 잘해주셔서 감사드립니다.
과잉진료없이 너무 잘하시는 것 같아요~~
소울치과 응원합니다~",5,1,,,2019.04.15,holy****,박우현 대표원장,소울치과의원,,false,"치통이 너무 심해 신경치료하러 갔었어요
역시나 마취도 안아프게 놔주시고 너무 편안하게 신경치료 받고 고통에서 벗어나게 해주셔서 감사합니다.
늘 느끼는거지만 친절하시고 상담실에서 직접 상담도 잘해주셔서 감사드립니다.
과잉진료없이 너무 잘하시는 것 같아요~~
소울치과 응원합니다~"
107237,4756458,양심치과입니다. 친절하시기도하고요~,5,1,,,2019.04.11,flyw****,박우현 대표원장,소울치과의원,,false,양심치과입니다. 친절하시기도하고요~
107237,4694024,"일단 충치인줄 알고 갔는데 이빨 파인곳 떼우면 될꺼라고 하더라구요.그거에선 양심병원인것같아요.너무 상업적이지 않아 좋았어요.
다만 이빨 전체적으로 보고 불편한곳은 떼우면될것같고 윗니 충치 약간있는것 치료도 금방 치료한다하시면서 오늘은 바쁘니 다음에 날잡아 다시오래서 그거에선 기분이 나빴어요. 적어도 예약잡으실땐 이 환자한테 30분은 들겠거니 생각하시고 예약잡으셨다면 그날 끝났을 치료땜에 제가 두번걸음은 안할텐데요.저도 치과 정말 날잡아서 가는거에요.ㅠㅠ
그래도 간호사 언니가 너무너무 친절하고 양심병원같아 일단 다시 갈께요.",3,1,,,2019.04.10,lala****,박우현 대표원장,소울치과의원,,false,"일단 충치인줄 알고 갔는데 이빨 파인곳 떼우면 될꺼라고 하더라구요.그거에선 양심병원인것같아요.너무 상업적이지 않아 좋았어요.
다만 이빨 전체적으로 보고 불편한곳은 떼우면될것같고 윗니 충치 약간있는것 치료도 금방 치료한다하시면서 오늘은 바쁘니 다음에 날잡아 다시오래서 그거에선 기분이 나빴어요. 적어도 예약잡으실땐 이 환자한테 30분은 들겠거니 생각하시고 예약잡으셨다면 그날 끝났을 치료땜에 제가 두번걸음은 안할텐데요.저도 치과 정말 날잡아서 가는거에요.ㅠㅠ
그래도 간호사 언니가 너무너무 친절하고 양심병원같아 일단 다시 갈께요."
107237,4608393,"시설 깔끔하고 좋았구요. 원장님도 친절하셔서 편안하게 진료보고 왔네요.
사랑니 발치라 걱정했는데 아프지 않게 잘 해주셔서 좋았어요.",5,1,,,2019.04.01,eunr****,박우현 대표원장,소울치과의원,,false,"시설 깔끔하고 좋았구요. 원장님도 친절하셔서 편안하게 진료보고 왔네요.
사랑니 발치라 걱정했는데 아프지 않게 잘 해주셔서 좋았어요."
