bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,
246497,7054962,시설도 깨끗 편리하고 예약도 간편하게 할 수 있고 선생님도 스케일링 편안하게 잘 해주셨습니다. 전후 사진도 바로 즉후에 보여주시고 좋았습니다.,4,1,,,2019.10.02,dldk****,디엠씨(DMC)플러스치과의원,DMC플러스치과의원,,false,시설도 깨끗 편리하고 예약도 간편하게 할 수 있고 선생님도 스케일링 편안하게 잘 해주셨습니다. 전후 사진도 바로 즉후에 보여주시고 좋았습니다.,
246497,6677203,스케일링 꼼꼼하게 해주셔서 만족스러웠습니다. 직원분들도 모두 친절하십니다.,5,1,,,2019.09.02,sson****,디엠씨(DMC)플러스치과의원,DMC플러스치과의원,,false,스케일링 꼼꼼하게 해주셔서 만족스러웠습니다. 직원분들도 모두 친절하십니다.,
246497,6452090,친절하고 꼼꼼하게 해주셨어요~,4,1,,,2019.08.19,dalg****,디엠씨(DMC)플러스치과의원,DMC플러스치과의원,,false,친절하고 꼼꼼하게 해주셨어요~,
246497,6210893,스케일링 전후 사진을 찍어 보여주시니 치아관리에 참고가 되어 좋았어요.,4,1,,,2019.08.05,haof****,디엠씨(DMC)플러스치과의원,DMC플러스치과의원,,false,스케일링 전후 사진을 찍어 보여주시니 치아관리에 참고가 되어 좋았어요.,
246497,5492756,저도 검색해보고 갔는데~ 의사선생님 간호선생님들 모두 친절하시고 천천히 설명해주셔서 좋았어요.  과잉진료가 가장 걱정되는 부분인데~ 그런거 못 느꼈구요. 계속 다닐 생각입니다.,5,1,,,2019.06.12,csh7****,53770 디엠씨(DMC)플러스치과 default 상품,DMC플러스치과의원,,false,저도 검색해보고 갔는데~ 의사선생님 간호선생님들 모두 친절하시고 천천히 설명해주셔서 좋았어요.  과잉진료가 가장 걱정되는 부분인데~ 그런거 못 느꼈구요. 계속 다닐 생각입니다.,
246497,5190762,좋아요좋아요,5,1,,,2019.05.25,shel****,53770 디엠씨(DMC)플러스치과 default 상품,DMC플러스치과의원,,false,좋아요좋아요,
246497,4922772,의사선생님이랑 간호사님들 모두 친절하셨어요!! 항상 스케일링만 하다가 사랑니 뽑으러 갔는데 생각했던 것보다 붓지도 않고 아프지도 않아서 다행이에요ㅎㅎ 다른 치료도 여기로 오려구요,5,1,,,2019.05.03,dlek****,53770 디엠씨(DMC)플러스치과 default 상품,DMC플러스치과의원,,false,의사선생님이랑 간호사님들 모두 친절하셨어요!! 항상 스케일링만 하다가 사랑니 뽑으러 갔는데 생각했던 것보다 붓지도 않고 아프지도 않아서 다행이에요ㅎㅎ 다른 치료도 여기로 오려구요,
246497,4784581,의사선생님 직원분들 다 친절하시고 과잉진료 없이 친절하게 잘 설명해주셔서 좋았습니다 주변사람들에게도 추천했어요,5,1,,,2019.04.20,forg****,53770 디엠씨(DMC)플러스치과 default 상품,DMC플러스치과의원,,false,의사선생님 직원분들 다 친절하시고 과잉진료 없이 친절하게 잘 설명해주셔서 좋았습니다 주변사람들에게도 추천했어요,
246497,3784207,"예약된 시간에 맞춰 기다림없이 정확하게 진료 해 주시고 스케일링 잘 해 주셨어요.
전반적인 검진 하시면서 과잉진료 없으시고 칫솔질만 잘 하라고 해 주셨어요.",5,1,,,2018.12.28,rhj0****,53770 디엠씨(DMC)플러스치과 default 상품,DMC플러스치과의원,,false,"예약된 시간에 맞춰 기다림없이 정확하게 진료 해 주시고 스케일링 잘 해 주셨어요.
전반적인 검진 하시면서 과잉진료 없으시고 칫솔질만 잘 하라고 해 주셨어요.",
246497,3367209,스케일링 처음 해봤는데 친절하게 해주셔서 잘하고 가요 ㅎㅎ 다음에도 찾아오겠습니다~,5,1,,,2018.10.30,dltj****,53770 디엠씨(DMC)플러스치과 default 상품,DMC플러스치과의원,,false,스케일링 처음 해봤는데 친절하게 해주셔서 잘하고 가요 ㅎㅎ 다음에도 찾아오겠습니다~,
246497,3351815,과잉진료 딱히 없고 스케일링 잘 해주신것 같네요. 추천합니다,5,1,,,2018.10.26,baba****,53770 디엠씨(DMC)플러스치과 default 상품,DMC플러스치과의원,,false,과잉진료 딱히 없고 스케일링 잘 해주신것 같네요. 추천합니다,
246497,3175624,친절하시고 과잉진료 절대 없으셔서 신뢰가고 실력도 좋으셔서 믿음이 가요^^,5,1,,,2018.09.27,star****,53770 디엠씨(DMC)플러스치과 default 상품,DMC플러스치과의원,,false,친절하시고 과잉진료 절대 없으셔서 신뢰가고 실력도 좋으셔서 믿음이 가요^^,
246497,2853650,친절하시고 정직하게 진료하시는 것 같아요.,5,1,,,2018.08.16,jhba****,53770 디엠씨(DMC)플러스치과 default 상품,DMC플러스치과의원,,false,친절하시고 정직하게 진료하시는 것 같아요.,
246497,2355921,저희집 식구들이 모두이용하는 치과임다 원장님 친절히 설명하시고 과잉진료 안하십니다,5,1,,,2018.05.31,llal****,53770 디엠씨(DMC)플러스치과 default 상품,DMC플러스치과의원,,false,저희집 식구들이 모두이용하는 치과임다 원장님 친절히 설명하시고 과잉진료 안하십니다,
