bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
233145,7029511,"보철이 빠져서 급하게 직장 근처 치과 방문했는데 과잉진료 없이 잘 봐주셨습니다.
스케일링도 같이 받았는데 그동안 받았던 스케일링 중에 제일 상쾌하고 좋았습니다.
꾸준히 계속 관리 받아도 좋을 신뢰가는 병원입니다.",5,1,,,2019.10.01,hong****,밝은미소치과 예약,밝은미소치과의원,,false,"보철이 빠져서 급하게 직장 근처 치과 방문했는데 과잉진료 없이 잘 봐주셨습니다.
스케일링도 같이 받았는데 그동안 받았던 스케일링 중에 제일 상쾌하고 좋았습니다.
꾸준히 계속 관리 받아도 좋을 신뢰가는 병원입니다."
233145,6970803,친절한치과에요,5,1,,,2019.09.27,hana****,밝은미소치과 예약,밝은미소치과의원,,false,친절한치과에요
233145,6978438,"스케일링 및 검진하러 방문하였는데 
이렇게 안아픈 스케일링은 세상 처음 이였습니다. 꼼꼼하게 구석구석..?? 선생님도 꼼꼼히 검진해주시고, 필요한 부분만 확인해주어 믿음이 생기네요!
치위생사 선생님들이 너무 다들 이쁘고 친절하셔서 좋았습니다!",5,1,,,2019.09.27,hwan****,밝은미소치과 예약,밝은미소치과의원,,false,"스케일링 및 검진하러 방문하였는데 
이렇게 안아픈 스케일링은 세상 처음 이였습니다. 꼼꼼하게 구석구석..?? 선생님도 꼼꼼히 검진해주시고, 필요한 부분만 확인해주어 믿음이 생기네요!
치위생사 선생님들이 너무 다들 이쁘고 친절하셔서 좋았습니다!"
233145,6922881,"직장근처 치료받았습니다.
차근차근 진료 잘 봐주셨습니다.
전체적으로 매우 만족합니다.",5,1,,,2019.09.23,hks_****,밝은미소치과 예약,밝은미소치과의원,,false,"직장근처 치료받았습니다.
차근차근 진료 잘 봐주셨습니다.
전체적으로 매우 만족합니다."
233145,6882924,"직원분들이 너무 친절하시고, 꼼꼼하게 체크해주네요. 무엇보다 치료를 안아프게 해주세요. 시설,분위기 다 좋습니다. 치료 잘 받았습니다~!!",5,1,,,2019.09.20,ocs3****,밝은미소치과 예약,밝은미소치과의원,,false,"직원분들이 너무 친절하시고, 꼼꼼하게 체크해주네요. 무엇보다 치료를 안아프게 해주세요. 시설,분위기 다 좋습니다. 치료 잘 받았습니다~!!"
233145,6634463,이것 저것 걱정이 많아서 참 귀찮을정도로 많이 여쭤봤는데 진심으로 함께 걱정해주시고 또 일반 사람도 쉽게 이해할 수 있도록 설명해주셔서 감사합니다. 앞으로 제 주치의로 픽할게요~! 오늘 감사 드리고 앞으로도 잘 부탁드립니다,5,1,,,2019.08.31,corn****,밝은미소치과 예약,밝은미소치과의원,,false,이것 저것 걱정이 많아서 참 귀찮을정도로 많이 여쭤봤는데 진심으로 함께 걱정해주시고 또 일반 사람도 쉽게 이해할 수 있도록 설명해주셔서 감사합니다. 앞으로 제 주치의로 픽할게요~! 오늘 감사 드리고 앞으로도 잘 부탁드립니다
233145,6624871,"회사가 근처 센터원이라 들렸는데원장님과 직원분들이 친절하시네요.
치료 잘 받고 갑니다.",5,1,,,2019.08.30,mojo****,밝은미소치과 예약,밝은미소치과의원,,false,"회사가 근처 센터원이라 들렸는데원장님과 직원분들이 친절하시네요.
치료 잘 받고 갑니다."
233145,6585338,"치과를 먼저 방문했던 지인분들이 추천해주셔서 방문하였었는데 시설도 좋고 정말 친절하셔서 진료 받을때마다 편안한 분위기에서 진료 받을 수 있었어요! 치과치료 받으면서 무섭기도한데 최대한 제 입장에서 이해해주시고 안심시켜주셔서 아픈지도 모르고 치료받았습니다. 또한 치과 보험 관련하여서 정말 꼼꼼하게 서류 작성해주셔서 한번에 문제없이 보험금 다 받을 수 있어서 정말 감사드려요~
치과가기 두려우신분들도 안심하고 갈 수 있는 좋은 치과인것 같습니다!",5,1,,,2019.08.28,lkj6****,밝은미소치과 예약,밝은미소치과의원,,false,"치과를 먼저 방문했던 지인분들이 추천해주셔서 방문하였었는데 시설도 좋고 정말 친절하셔서 진료 받을때마다 편안한 분위기에서 진료 받을 수 있었어요! 치과치료 받으면서 무섭기도한데 최대한 제 입장에서 이해해주시고 안심시켜주셔서 아픈지도 모르고 치료받았습니다. 또한 치과 보험 관련하여서 정말 꼼꼼하게 서류 작성해주셔서 한번에 문제없이 보험금 다 받을 수 있어서 정말 감사드려요~
치과가기 두려우신분들도 안심하고 갈 수 있는 좋은 치과인것 같습니다!"
233145,6584669,"회사에서 가까워서 네이버로 예약하고 갔는데,
스케일링도 차분히 잘해 주시고 의사 산생님도 
친절히 잘  상세히 진단해주셔서 넘 맘에 들었습니다.",4,1,,,2019.08.28,ksho****,밝은미소치과 예약,밝은미소치과의원,,false,"회사에서 가까워서 네이버로 예약하고 갔는데,
스케일링도 차분히 잘해 주시고 의사 산생님도 
친절히 잘  상세히 진단해주셔서 넘 맘에 들었습니다."
233145,6077337,회사가 근처라서 방문했는데 친절하시고 꼼꼼하게 봐주셔서 앞으로 계속 다닐 것 같아요. 스케일링 받으면서 불편한 곳 같이 검진 받았는데 꼼꼼히 봐주셔서 좋았습니다. 병원 실내도 아주 깔끔하고 붐비지 않아서 점심시간에 잠시 짬내서 다녀오기도 참 좋았어요.,5,1,,,2019.07.25,mjyo****,밝은미소치과 예약,밝은미소치과의원,,false,회사가 근처라서 방문했는데 친절하시고 꼼꼼하게 봐주셔서 앞으로 계속 다닐 것 같아요. 스케일링 받으면서 불편한 곳 같이 검진 받았는데 꼼꼼히 봐주셔서 좋았습니다. 병원 실내도 아주 깔끔하고 붐비지 않아서 점심시간에 잠시 짬내서 다녀오기도 참 좋았어요.
